ID;Ano;Sexo;Cooper_Dist;Cooper_Nota
2244;2;M;2333;4,18
2245;2;M;2334;4,28
2246;2;M;2335;4,33
2247;2;M;2336;4,38
2248;2;M;2337;4,43
2249;2;M;2338;4,48
2250;2;M;2339;4,58
2251;2;M;2340;4,68
2252;2;M;2341;4,78
2253;2;M;2342;4,88
2254;2;M;2343;4,98
2255;2;M;2344;5,08
2256;2;M;2345;5,18
2257;2;M;2346;5,23
2258;2;M;2347;5,28
2259;2;M;2348;5,33
2260;2;M;2349;5,38
2261;2;M;2350;5,43
2262;2;M;2351;5,48
2263;2;M;2352;5,58
2264;2;M;2353;5,68
2265;2;M;2354;5,78
2266;2;M;2355;5,88
2267;2;M;2356;5,98
2268;2;M;2357;6,08
2269;2;M;2358;6,18
2270;2;M;2359;6,23
2271;2;M;2360;6,28
2272;2;M;2361;6,33
2273;2;M;2362;6,38
2274;2;M;2363;6,48
2275;2;M;2364;6,58
2276;2;M;2365;6,68
2277;2;M;2366;6,78
2278;2;M;2367;6,88
2279;2;M;2368;6,98
2280;2;M;2369;7,03
2281;2;M;2370;7,08
2282;2;M;2371;7,18
2283;2;M;2372;7,28
2284;2;M;2373;7,38
2285;2;M;2374;7,43
2286;2;M;2375;7,48
2287;2;M;2376;7,53
2288;2;M;2377;7,58
2289;2;M;2378;7,68
2290;2;M;2379;7,78
2291;2;M;2380;7,88
2292;2;M;2381;7,93
2293;2;M;2382;7,98
2294;2;M;2383;8,08
2295;2;M;2384;8,18
2296;2;M;2385;8,28
2297;2;M;2386;8,33
2298;2;M;2387;8,38
2299;2;M;2388;8,48
2300;2;M;2389;8,58
2301;2;M;2390;8,68
2302;2;M;2391;8,73
2303;2;M;2392;8,78
2304;2;M;2393;8,88
2305;2;M;2394;8,98
2306;2;M;2395;9,08
2307;2;M;2396;9,13
2308;2;M;2397;9,18
2309;2;M;2398;9,28
2310;2;M;2399;9,38
2311;2;M;2400;9,48
2312;2;M;2401;9,48
2313;2;M;2402;9,49
2314;2;M;2403;9,49
2315;2;M;2404;9,5
2316;2;M;2405;9,5
2317;2;M;2406;9,51
2318;2;M;2407;9,51
2319;2;M;2408;9,52
2320;2;M;2409;9,52
2321;2;M;2410;9,53
2322;2;M;2411;9,53
2323;2;M;2412;9,53
2324;2;M;2413;9,54
2325;2;M;2414;9,54
2326;2;M;2415;9,54
2327;2;M;2416;9,55
2328;2;M;2417;9,55
2329;2;M;2418;9,55
2330;2;M;2419;9,56
2331;2;M;2420;9,56
2332;2;M;2421;9,56
2333;2;M;2422;9,57
2334;2;M;2423;9,57
2335;2;M;2424;9,57
2336;2;M;2425;9,58
2337;2;M;2426;9,58
2338;2;M;2427;9,59
2339;2;M;2428;9,59
2340;2;M;2429;9,6
2341;2;M;2430;9,6
2342;2;M;2431;9,61
2343;2;M;2432;9,61
2344;2;M;2433;9,62
2345;2;M;2434;9,62
2346;2;M;2435;9,63
2347;2;M;2436;9,63
2348;2;M;2437;9,63
2349;2;M;2438;9,64
2350;2;M;2439;9,64
2351;2;M;2440;9,64
2352;2;M;2441;9,65
2353;2;M;2442;9,65
2354;2;M;2443;9,65
2355;2;M;2444;9,66
2356;2;M;2445;9,66
2357;2;M;2446;9,66
2358;2;M;2447;9,67
2359;2;M;2448;9,67
2360;2;M;2449;9,67
2361;2;M;2450;9,68
2362;2;M;2451;9,68
2363;2;M;2452;9,69
2364;2;M;2453;9,69
2365;2;M;2454;9,7
2366;2;M;2455;9,7
2367;2;M;2456;9,71
2368;2;M;2457;9,71
2369;2;M;2458;9,72
2370;2;M;2459;9,72
2371;2;M;2460;9,73
2372;2;M;2461;9,73
2373;2;M;2462;9,73
2374;2;M;2463;9,74
2375;2;M;2464;9,74
2376;2;M;2465;9,74
2377;2;M;2466;9,75
2378;2;M;2467;9,75
2379;2;M;2468;9,75
2380;2;M;2469;9,76
2381;2;M;2470;9,76
2382;2;M;2471;9,76
2383;2;M;2472;9,77
2384;2;M;2473;9,77
2385;2;M;2474;9,77
2386;2;M;2475;9,78
2387;2;M;2476;9,78
2388;2;M;2477;9,79
2389;2;M;2478;9,79
2390;2;M;2479;9,8
2391;2;M;2480;9,8
2392;2;M;2481;9,81
2393;2;M;2482;9,81
2394;2;M;2483;9,82
2395;2;M;2484;9,82
2396;2;M;2485;9,83
2397;2;M;2486;9,83
2398;2;M;2487;9,83
2399;2;M;2488;9,84
2400;2;M;2489;9,84
2401;2;M;2490;9,84
2402;2;M;2491;9,85
2403;2;M;2492;9,85
2404;2;M;2493;9,85
2405;2;M;2494;9,86
2406;2;M;2495;9,86
2407;2;M;2496;9,86
2408;2;M;2497;9,87
2409;2;M;2498;9,87
2410;2;M;2499;9,87
2411;2;M;2500;9,88
2412;2;M;2501;9,88
2413;2;M;2502;9,89
2414;2;M;2503;9,89
2415;2;M;2504;9,9
2416;2;M;2505;9,9
2417;2;M;2506;9,91
2418;2;M;2507;9,91
2419;2;M;2508;9,92
2420;2;M;2509;9,92
2421;2;M;2510;9,92
2422;2;M;2511;9,93
2423;2;M;2512;9,93
2424;2;M;2513;9,93
2425;2;M;2514;9,94
2426;2;M;2515;9,94
2427;2;M;2516;9,94
2428;2;M;2517;9,95
2429;2;M;2518;9,95
2430;2;M;2519;9,95
2431;2;M;2520;9,96
2432;2;M;2521;9,96
2433;2;M;2522;9,97
2434;2;M;2523;9,97
2435;2;M;2524;9,97
2436;2;M;2525;9,98
2437;2;M;2526;9,98
2438;2;M;2527;9,99
2439;2;M;2528;9,99
2440;2;M;2529;10
2441;2;M;2530;10
2442;2;M;2531;10,01
2443;2;M;2532;10,01
2444;2;M;2533;10,02
2445;2;M;2534;10,02
2446;2;M;2535;10,03
2447;2;M;2536;10,03
2448;2;M;2537;10,03
2449;2;M;2538;10,04
2450;2;M;2539;10,04
2451;2;M;2540;10,04
2452;2;M;2541;10,05
2453;2;M;2542;10,05
2454;2;M;2543;10,05
2455;2;M;2544;10,06
2456;2;M;2545;10,06
2457;2;M;2546;10,06
2458;2;M;2547;10,07
2459;2;M;2548;10,07
2460;2;M;2549;10,07
2461;2;M;2550;10,08
2462;2;M;2551;10,08
2463;2;M;2552;10,09
2464;2;M;2553;10,09
2465;2;M;2554;10,1
2466;2;M;2555;10,1
2467;2;M;2556;10,11
2468;2;M;2557;10,11
2469;2;M;2558;10,12
2470;2;M;2559;10,12
2471;2;M;2560;10,13
2472;2;M;2561;10,13
2473;2;M;2562;10,13
2474;2;M;2563;10,14
2475;2;M;2564;10,14
2476;2;M;2565;10,14
2477;2;M;2566;10,15
2478;2;M;2567;10,15
2479;2;M;2568;10,15
2480;2;M;2569;10,16
2481;2;M;2570;10,16
2482;2;M;2571;10,16
2483;2;M;2572;10,17
2484;2;M;2573;10,17
2485;2;M;2574;10,17
2486;2;M;2575;10,18
2487;2;M;2576;10,18
2488;2;M;2577;10,19
2489;2;M;2578;10,19
2490;2;M;2579;10,2
2491;2;M;2580;10,2
2492;2;M;2581;10,21
2493;2;M;2582;10,21
2494;2;M;2583;10,22
2495;2;M;2584;10,22
2496;2;M;2585;10,23
2497;2;M;2586;10,23
2498;2;M;2587;10,23
2499;2;M;2588;10,24
2500;2;M;2589;10,24
2501;2;M;2590;10,24
2502;2;M;2591;10,25
2503;2;M;2592;10,25
2504;2;M;2593;10,25
2505;2;M;2594;10,26
2506;2;M;2595;10,26
2507;2;M;2596;10,26
2508;2;M;2597;10,27
2509;2;M;2598;10,27
2510;2;M;2599;10,27
2511;2;M;2600;10,28
2512;2;M;2601;10,28
2513;2;M;2602;10,29
2514;2;M;2603;10,29
2515;2;M;2604;10,3
2516;2;M;2605;10,3
2517;2;M;2606;10,31
2518;2;M;2607;10,31
2519;2;M;2608;10,32
2520;2;M;2609;10,32
2521;2;M;2610;10,33
2522;2;M;2611;10,33
2523;2;M;2612;10,33
2524;2;M;2613;10,34
2525;2;M;2614;10,34
2526;2;M;2615;10,34
2527;2;M;2616;10,36
2528;2;M;2617;10,35
2529;2;M;2618;10,35
2530;2;M;2619;10,36
2531;2;M;2620;10,36
2532;2;M;2621;10,36
2533;2;M;2622;10,37
2534;2;M;2623;10,37
2535;2;M;2624;10,37
2536;2;M;2625;10,38
2537;2;M;2626;10,38
2538;2;M;2627;10,39
2539;2;M;2628;10,39
2540;2;M;2629;10,4
2541;2;M;2630;10,41
2542;2;M;2631;10,41
2543;2;M;2632;10,41
2544;2;M;2633;10,42
2545;2;M;2634;10,42
2546;2;M;2635;10,43
2547;2;M;2636;10,43
2548;2;M;2637;10,44
2549;2;M;2638;10,44
2550;2;M;2639;10,44
2551;2;M;2640;10,45
2552;2;M;2641;10,45
2553;2;M;2642;10,45
2554;2;M;2643;10,46
2555;2;M;2644;10,46
2556;2;M;2645;10,46
2557;2;M;2646;10,46
2558;2;M;2647;10,47
2559;2;M;2648;10,47
2560;2;M;2649;10,47
2561;2;M;2650;10,48
2562;2;M;2651;10,48
2563;2;M;2652;10,49
2564;2;M;2653;10,49
2565;2;M;2654;10,5
2566;2;M;2655;10,5
2567;2;M;2656;10,51
2568;2;M;2657;10,51
2569;2;M;2658;10,52
2570;2;M;2659;10,52
2571;2;M;2660;10,53
2572;2;M;2661;10,53
2573;2;M;2662;10,53
2574;2;M;2663;10,54
2575;2;M;2664;10,54
2576;2;M;2665;10,54
2577;2;M;2666;10,55
2578;2;M;2667;10,55
2579;2;M;2668;10,55
2580;2;M;2669;10,56
2581;2;M;2670;10,56
2582;2;M;2671;10,56
2583;2;M;2672;10,57
2584;2;M;2673;10,57
2585;2;M;2674;10,57
2586;2;M;2675;10,58
2587;2;M;2676;10,58
2588;2;M;2677;10,58
2589;2;M;2678;10,59
2590;2;M;2679;10,59
2591;2;M;2680;10,59
2592;2;M;2681;10,6
2593;2;M;2682;10,6
2594;2;M;2683;10,6
2595;2;M;2684;10,61
2596;2;M;2685;10,61
2597;2;M;2686;10,62
2598;2;M;2687;10,62
2599;2;M;2688;10,63
2600;2;M;2689;10,63
2601;2;M;2690;10,64
2602;2;M;2691;10,64
2603;2;M;2692;10,65
2604;2;M;2693;10,65
2605;2;M;2694;10,66
2606;2;M;2695;10,66
2607;2;M;2696;10,66
2608;2;M;2697;10,67
2609;2;M;2698;10,67
2610;2;M;2699;10,67
2611;2;M;2700;10,68
2612;2;M;2701;10,68
2613;2;M;2702;10,69
2614;2;M;2703;10,69
2615;2;M;2704;10,7
2616;2;M;2705;10,7
2617;2;M;2706;10,71
2618;2;M;2707;10,71
2619;2;M;2708;10,72
2620;2;M;2709;10,72
2621;2;M;2710;10,73
2622;2;M;2711;10,74
2623;2;M;2712;10,75
2624;2;M;2713;10,76
2625;2;M;2714;10,77
2626;2;M;2715;10,78
2627;2;M;2716;10,78
2628;2;M;2717;10,79
2629;2;M;2718;10,79
2630;2;M;2719;10,8
2631;2;M;2720;10,8
2632;2;M;2721;10,81
2633;2;M;2722;10,81
2634;2;M;2723;10,82
2635;2;M;2724;10,82
2636;2;M;2725;10,83
2637;2;M;2726;10,84
2638;2;M;2727;10,85
2639;2;M;2728;10,86
2640;2;M;2729;10,87
2641;2;M;2730;10,88
2642;2;M;2731;10,88
2643;2;M;2732;10,89
2644;2;M;2733;10,89
2645;2;M;2734;10,9
2646;2;M;2735;10,9
2647;2;M;2736;10,91
2648;2;M;2737;10,91
2649;2;M;2738;10,92
2650;2;M;2739;10,92
2651;2;M;2740;10,93
2652;2;M;2741;10,94
2653;2;M;2742;10,95
2654;2;M;2743;10,96
2655;2;M;2744;10,97
2656;2;M;2745;10,98
2657;2;M;2746;10,98
2658;2;M;2747;10,99
2659;2;M;2748;10,99
2660;2;M;2749;11
2661;2;M;2750;11
2662;2;M;2751;11,01
2663;2;M;2752;11,01
2664;2;M;2753;11,02
2665;2;M;2754;11,02
2666;2;M;2755;11,03
2667;2;M;2756;11,04
2668;2;M;2757;11,05
2669;2;M;2758;11,06
2670;2;M;2759;11,07
2671;2;M;2760;11,08
2672;2;M;2761;11,08
2673;2;M;2762;11,09
2674;2;M;2763;11,09
2675;2;M;2764;11,1
2676;2;M;2765;11,1
2677;2;M;2766;11,11
2678;2;M;2767;11,11
2679;2;M;2768;11,12
2680;2;M;2769;11,12
2681;2;M;2770;11,13
2682;2;M;2771;11,14
2683;2;M;2772;11,15
2684;2;M;2773;11,16
2685;2;M;2774;11,17
2686;2;M;2775;11,18
2687;2;M;2776;11,18
2688;2;M;2777;11,19
2689;2;M;2778;11,19
2690;2;M;2779;11,2
2691;2;M;2780;11,2
2692;2;M;2781;11,21
2693;2;M;2782;11,21
2694;2;M;2783;11,22
2695;2;M;2784;11,23
2696;2;M;2785;11,24
2697;2;M;2786;11,25
2698;2;M;2787;11,26
2699;2;M;2788;11,27
2700;2;M;2789;11,28
2701;2;M;2790;11,28
2702;2;M;2791;11,29
2703;2;M;2792;11,29
2704;2;M;2793;11,3
2705;2;M;2794;11,3
2706;2;M;2795;11,31
2707;2;M;2796;11,32
2708;2;M;2797;11,33
2709;2;M;2798;11,34
2710;2;M;2799;11,35
2711;2;M;2800;11,36
2712;2;M;2801;11,37
2713;2;M;2802;11,38
2714;2;M;2803;11,38
2715;2;M;2804;11,39
2716;2;M;2805;11,39
2717;2;M;2806;11,4
2718;2;M;2807;11,4
2719;2;M;2808;11,41
2720;2;M;2809;11,42
2721;2;M;2810;11,43
2722;2;M;2811;11,44
2723;2;M;2812;11,45
2724;2;M;2813;11,46
2725;2;M;2814;11,47
2726;2;M;2815;11,48
2727;2;M;2816;11,48
2728;2;M;2817;11,49
2729;2;M;2818;11,49
2730;2;M;2819;11,5
2731;2;M;2820;11,5
2732;2;M;2821;11,51
2733;2;M;2822;11,51
2734;2;M;2823;11,52
2735;2;M;2824;11,52
2736;2;M;2825;11,53
2737;2;M;2826;11,54
2738;2;M;2827;11,55
2739;2;M;2828;11,56
2740;2;M;2829;11,57
2741;2;M;2830;11,58
2742;2;M;2831;11,58
2743;2;M;2832;11,59
2744;2;M;2833;11,59
2745;2;M;2834;11,6
2746;2;M;2835;11,6
2747;2;M;2836;11,61
2748;2;M;2837;11,61
2749;2;M;2838;11,62
2750;2;M;2839;11,63
2751;2;M;2840;11,64
2752;2;M;2841;11,65
2753;2;M;2842;11,66
2754;2;M;2843;11,67
2755;2;M;2844;11,68
2756;2;M;2845;11,68
2757;2;M;2846;11,69
2758;2;M;2847;11,7
2759;2;M;2848;11,71
2760;2;M;2849;11,72
2761;2;M;2850;11,73
2762;2;M;2851;11,74
2763;2;M;2852;11,75
2764;2;M;2853;11,76
2765;2;M;2854;11,77
2766;2;M;2855;11,78
2767;2;M;2856;11,78
2768;2;M;2857;11,79
2769;2;M;2858;11,79
2770;2;M;2859;11,8
2771;2;M;2860;11,8
2772;2;M;2861;11,81
2773;2;M;2862;11,81
2774;2;M;2863;11,82
2775;2;M;2864;11,83
2776;2;M;2865;11,84
2777;2;M;2866;11,85
2778;2;M;2867;11,86
2779;2;M;2868;11,87
2780;2;M;2869;11,88
2781;2;M;2870;11,88
2782;2;M;2871;11,89
2783;2;M;2872;11,9
2784;2;M;2873;11,91
2785;2;M;2874;11,92
2786;2;M;2875;11,93
2787;2;M;2876;11,94
2788;2;M;2877;11,95
2789;2;M;2878;11,96
2790;2;M;2879;11,97
2791;2;M;2880;11,98
2792;2;M;2881;11,98
2793;2;M;2882;11,99
2794;2;M;2883;11,99
2795;2;M;2884;12
2796;2;M;2885;12
2797;2;M;2886;12,01
2798;2;M;2887;12,01
2799;2;M;2888;12,02
2800;2;M;2889;12,03
2801;2;M;2890;12,04
2802;2;M;2891;12,05
2803;2;M;2892;12,06
2804;2;M;2893;12,07
2805;2;M;2894;12,08
2806;2;M;2895;12,08
2807;2;M;2896;12,09
2808;2;M;2897;12,1
2809;2;M;2898;12,11
2810;2;M;2899;12,12
2811;2;M;2900;12,13
2812;2;M;2901;12,14
2813;2;M;2902;12,15
2814;2;M;2903;12,16
2815;2;M;2904;12,17
2816;2;M;2905;12,18
2817;2;M;2906;12,18
2818;2;M;2907;12,19
2819;2;M;2908;12,19
2820;2;M;2909;12,2
2821;2;M;2910;12,2
2822;2;M;2911;12,21
2823;2;M;2912;12,21
2824;2;M;2913;12,22
2825;2;M;2914;12,23
2826;2;M;2915;12,24
2827;2;M;2916;12,25
2828;2;M;2917;12,26
2829;2;M;2918;12,27
2830;2;M;2919;12,28
2831;2;M;2920;12,28
2832;2;M;2921;12,29
2833;2;M;2922;12,3
2834;2;M;2923;12,31
2835;2;M;2924;12,32
2836;2;M;2925;12,33
2837;2;M;2926;12,34
2838;2;M;2927;12,35
2839;2;M;2928;12,36
2840;2;M;2929;12,37
2841;2;M;2930;12,38
2842;2;M;2931;12,38
2843;2;M;2932;12,39
2844;2;M;2933;12,39
2845;2;M;2934;12,4
2846;2;M;2935;12,4
2847;2;M;2936;12,41
2848;2;M;2937;12,41
2849;2;M;2938;12,42
2850;2;M;2939;12,43
2851;2;M;2940;12,44
2852;2;M;2941;12,45
2853;2;M;2942;12,46
2854;2;M;2943;12,47
2855;2;M;2944;12,48
2856;2;M;2945;12,48
2857;2;M;2946;12,49
2858;2;M;2947;12,5
2859;2;M;2948;12,51
2860;2;M;2949;12,52
2861;2;M;2950;12,53
2862;2;M;2951;12,54
2863;2;M;2952;12,55
2864;2;M;2953;12,56
2865;2;M;2954;12,57
2866;2;M;2955;12,58
2867;2;M;2956;12,58
2868;2;M;2957;12,59
2869;2;M;2958;12,59
2870;2;M;2959;12,6
2871;2;M;2960;12,6
2872;2;M;2961;12,61
2873;2;M;2962;12,61
2874;2;M;2963;12,62
2875;2;M;2964;12,63
2876;2;M;2965;12,64
2877;2;M;2966;12,65
2878;2;M;2967;12,66
2879;2;M;2968;12,67
2880;2;M;2969;12,68
2881;2;M;2970;12,68
2882;2;M;2971;12,69
2883;2;M;2972;12,7
2884;2;M;2973;12,71
2885;2;M;2974;12,72
2886;2;M;2975;12,73
2887;2;M;2976;12,74
2888;2;M;2977;12,75
2889;2;M;2978;12,76
2890;2;M;2979;12,77
2891;2;M;2980;12,78
2892;2;M;2981;12,79
2893;2;M;2982;12,8
2894;2;M;2983;12,81
2895;2;M;2984;12,82
2896;2;M;2985;12,83
2897;2;M;2986;12,84
2898;2;M;2987;12,85
2899;2;M;2988;12,86
2900;2;M;2989;12,87
2901;2;M;2990;12,88
2902;2;M;2991;12,88
2903;2;M;2992;12,89
2904;2;M;2993;12,89
2905;2;M;2994;12,9
2906;2;M;2995;12,91
2907;2;M;2996;12,92
2908;2;M;2997;12,93
2909;2;M;2998;12,94
2910;2;M;2999;12,95
2911;2;M;3000;12,96
2912;2;M;3001;12,97
2913;2;M;3002;12,98
2914;2;M;3003;12,98
2915;2;M;3004;12,99
2916;2;M;3005;12,99
2917;2;M;3006;13
2918;2;M;3007;13
2919;2;M;3008;13,01
2920;2;M;3009;13,02
2921;2;M;3010;13,03
2922;2;M;3011;13,04
2923;2;M;3012;13,05
2924;2;M;3013;13,06
2925;2;M;3014;13,07
2926;2;M;3015;13,08
2927;2;M;3016;13,08
2928;2;M;3017;13,09
2929;2;M;3018;13,1
2930;2;M;3019;13,11
2931;2;M;3020;13,12
2932;2;M;3021;13,13
2933;2;M;3022;13,14
2934;2;M;3023;13,15
2935;2;M;3024;13,16
2936;2;M;3025;13,17
2937;2;M;3026;13,18
2938;2;M;3027;13,18
2939;2;M;3028;13,19
2940;2;M;3029;13,2
2941;2;M;3030;13,21
2942;2;M;3031;13,22
2943;2;M;3032;13,23
2944;2;M;3033;13,24
2945;2;M;3034;13,25
2946;2;M;3035;13,26
2947;2;M;3036;13,27
2948;2;M;3037;13,28
2949;2;M;3038;13,28
2950;2;M;3039;13,29
2951;2;M;3040;13,3
2952;2;M;3041;13,31
2953;2;M;3042;13,32
2954;2;M;3043;13,33
2955;2;M;3044;13,34
2956;2;M;3045;13,35
2957;2;M;3046;13,36
2958;2;M;3047;13,37
2959;2;M;3048;13,38
2960;2;M;3049;13,38
2961;2;M;3050;13,39
2962;2;M;3051;13,4
2963;2;M;3052;13,41
2964;2;M;3053;13,42
2965;2;M;3054;13,43
2966;2;M;3055;13,44
2967;2;M;3056;13,45
2968;2;M;3057;13,46
2969;2;M;3058;13,47
2970;2;M;3059;13,48
2971;2;M;3060;13,48
2972;2;M;3061;13,49
2973;2;M;3062;13,5
2974;2;M;3063;13,51
2975;2;M;3064;13,52
2976;2;M;3065;13,53
2977;2;M;3066;13,54
2978;2;M;3067;13,55
2979;2;M;3068;13,56
2980;2;M;3069;13,57
2981;2;M;3070;13,58
2982;2;M;3071;13,59
2983;2;M;3072;13,6
2984;2;M;3073;13,61
2985;2;M;3074;13,62
2986;2;M;3075;13,63
2987;2;M;3076;13,64
2988;2;M;3077;13,65
2989;2;M;3078;13,66
2990;2;M;3079;13,67
2991;2;M;3080;13,68
2992;2;M;3081;13,69
2993;2;M;3082;13,7
2994;2;M;3083;13,71
2995;2;M;3084;13,72
2996;2;M;3085;13,73
2997;2;M;3086;13,74
2998;2;M;3087;13,75
2999;2;M;3088;13,76
3000;2;M;3089;13,77
3001;2;M;3090;13,78
3002;2;M;3091;13,79
3003;2;M;3092;13,8
3004;2;M;3093;13,81
3005;2;M;3094;13,82
3006;2;M;3095;13,83
3007;2;M;3096;13,84
3008;2;M;3097;13,85
3009;2;M;3098;13,86
3010;2;M;3099;13,87
3011;2;M;3100;13,88
3012;2;M;3101;13,89
3013;2;M;3102;13,9
3014;2;M;3103;13,91
3015;2;M;3104;13,92
3016;2;M;3105;13,93
3017;2;M;3106;13,94
3018;2;M;3107;13,95
3019;2;M;3108;13,96
3020;2;M;3109;13,97
3021;2;M;3110;13,98
3022;2;M;3111;13,99
3023;2;M;3112;14
3024;2;M;3113;14,01
3025;2;M;3114;14,02
3026;2;M;3115;14,03
3027;2;M;3116;14,04
3028;2;M;3117;14,05
3029;2;M;3118;14,06
3030;2;M;3119;14,07
3031;2;M;3120;14,08
3032;2;M;3121;14,09
3033;2;M;3122;14,1
3034;2;M;3123;14,11
3035;2;M;3124;14,12
3036;2;M;3125;14,13
3037;2;M;3126;14,14
3038;2;M;3127;14,15
3039;2;M;3128;14,16
3040;2;M;3129;14,17
3041;2;M;3130;14,18
3042;2;M;3131;14,19
3043;2;M;3132;14,2
3044;2;M;3133;14,21
3045;2;M;3134;14,22
3046;2;M;3135;14,23
3047;2;M;3136;14,24
3048;2;M;3137;14,25
3049;2;M;3138;14,26
3050;2;M;3139;14,27
3051;2;M;3140;14,28
3052;2;M;3141;14,29
3053;2;M;3142;14,3
3054;2;M;3143;14,31
3055;2;M;3144;14,32
3056;2;M;3145;14,33
3057;2;M;3146;14,34
3058;2;M;3147;14,35
3059;2;M;3148;14,36
3060;2;M;3149;14,37
3061;2;M;3150;14,38
3062;2;M;3151;14,39
3063;2;M;3152;14,4
3064;2;M;3153;14,41
3065;2;M;3154;14,42
3066;2;M;3155;14,43
3067;2;M;3156;14,44
3068;2;M;3157;14,45
3069;2;M;3158;14,46
3070;2;M;3159;14,47
3071;2;M;3160;14,48
3072;2;M;3161;14,49
3073;2;M;3162;14,5
3074;2;M;3163;14,51
3075;2;M;3164;14,52
3076;2;M;3165;14,53
3077;2;M;3166;14,54
3078;2;M;3167;14,55
3079;2;M;3168;14,56
3080;2;M;3169;14,57
3081;2;M;3170;14,58
3082;2;M;3171;14,59
3083;2;M;3172;14,6
3084;2;M;3173;14,61
3085;2;M;3174;14,62
3086;2;M;3175;14,63
3087;2;M;3176;14,64
3088;2;M;3177;14,65
3089;2;M;3178;14,66
3090;2;M;3179;14,67
3091;2;M;3180;14,68
3092;2;M;3181;14,69
3093;2;M;3182;14,7
3094;2;M;3183;14,71
3095;2;M;3184;14,72
3096;2;M;3185;14,73
3097;2;M;3186;14,74
3098;2;M;3187;14,75
3099;2;M;3188;14,76
3100;2;M;3189;14,78
3101;2;M;3190;14,79
3102;2;M;3191;14,8
3103;2;M;3192;14,81
3104;2;M;3193;14,82
3105;2;M;3194;14,83
3106;2;M;3195;14,84
3107;2;M;3196;14,86
3108;2;M;3197;14,88
3109;2;M;3198;14,89
3110;2;M;3199;14,9
3111;2;M;3200;14,91
3112;2;M;3201;14,92
3113;2;M;3202;14,93
3114;2;M;3203;14,94
3115;2;M;3204;14,95
3116;2;M;3205;14,96
3117;2;M;3206;14,97
3118;2;M;3207;14,98
3119;2;M;3208;14,99
3120;2;M;3209;15
3121;2;M;3210;15,01
3122;2;M;3211;15,02
3123;2;M;3212;15,03
3124;2;M;3213;15,04
3125;2;M;3214;15,06
3126;2;M;3215;15,08
3127;2;M;3216;15,09
3128;2;M;3217;15,1
3129;2;M;3218;15,11
3130;2;M;3219;15,12
3131;2;M;3220;15,13
3132;2;M;3221;15,14
3133;2;M;3222;15,15
3134;2;M;3223;15,16
3135;2;M;3224;15,18
3136;2;M;3225;15,19
3137;2;M;3226;15,2
3138;2;M;3227;15,21
3139;2;M;3228;15,22
3140;2;M;3229;15,23
3141;2;M;3230;15,24
3142;2;M;3231;15,25
3143;2;M;3232;15,26
3144;2;M;3233;15,27
3145;2;M;3234;15,28
3146;2;M;3235;15,29
3147;2;M;3236;15,3
3148;2;M;3237;15,31
3149;2;M;3238;15,32
3150;2;M;3239;15,33
3151;2;M;3240;15,34
3152;2;M;3241;15,35
3153;2;M;3242;15,36
3154;2;M;3243;15,37
3155;2;M;3244;15,38
3156;2;M;3245;15,39
3157;2;M;3246;15,4
3158;2;M;3247;15,41
3159;2;M;3248;15,42
3160;2;M;3249;15,43
3161;2;M;3250;15,44
3162;2;M;3251;15,46
3163;2;M;3252;15,48
3164;2;M;3253;15,49
3165;2;M;3254;15,5
3166;2;M;3255;15,51
3167;2;M;3256;15,52
3168;2;M;3257;15,53
3169;2;M;3258;15,54
3170;2;M;3259;15,56
3171;2;M;3260;15,58
3172;2;M;3261;15,59
3173;2;M;3262;15,6
3174;2;M;3263;15,61
3175;2;M;3264;15,62
3176;2;M;3265;15,63
3177;2;M;3266;15,64
3178;2;M;3267;15,65
3179;2;M;3268;15,66
3180;2;M;3269;15,67
3181;2;M;3270;15,68
3182;2;M;3271;15,69
3183;2;M;3272;15,7
3184;2;M;3273;15,71
3185;2;M;3274;15,72
3186;2;M;3275;15,73
3187;2;M;3276;15,74
3188;2;M;3277;15,75
3189;2;M;3278;15,76
3190;2;M;3279;15,78
3191;2;M;3280;15,79
3192;2;M;3281;15,8
3193;2;M;3282;15,82
3194;2;M;3283;15,84
3195;2;M;3284;15,86
3196;2;M;3285;15,88
3197;2;M;3286;15,89
3198;2;M;3287;15,9
3199;2;M;3288;15,91
3200;2;M;3289;15,92
3201;2;M;3290;15,93
3202;2;M;3291;15,94
3203;2;M;3292;15,95
3204;2;M;3293;15,96
3205;2;M;3294;15,97
3206;2;M;3295;15,98
3207;2;M;3296;15,99
3208;2;M;3297;16
3209;2;M;3298;16,01
3210;2;M;3299;16,02
3211;2;M;3300;16,03
3212;2;M;3301;16,04
3213;2;M;3302;16,05
3214;2;M;3303;16,06
3215;2;M;3304;16,08
3216;2;M;3305;16,09
3217;2;M;3306;16,1
3218;2;M;3307;16,12
3219;2;M;3308;16,14
3220;2;M;3309;16,16
3221;2;M;3310;16,18
3222;2;M;3311;16,19
3223;2;M;3312;16,2
3224;2;M;3313;16,21
3225;2;M;3314;16,22
3226;2;M;3315;16,23
3227;2;M;3316;16,24
3228;2;M;3317;16,25
3229;2;M;3318;16,26
3230;2;M;3319;16,27
3231;2;M;3320;16,28
3232;2;M;3321;16,29
3233;2;M;3322;16,3
3234;2;M;3323;16,31
3235;2;M;3324;16,32
3236;2;M;3325;16,33
3237;2;M;3326;16,34
3238;2;M;3327;16,35
3239;2;M;3328;16,36
3240;2;M;3329;16,38
3241;2;M;3330;16,39
3242;2;M;3331;16,4
