id;Sexo;Tempo;Segundos;Nota
1;M;00:09:27;567;20
2;M;00:09:28;568;20
3;M;00:09:29;569;20
4;M;00:09:30;570;20
5;M;00:09:31;571;20
6;M;00:09:32;572;20
7;M;00:09:33;573;20
8;M;00:09:34;574;20
9;M;00:09:35;575;20
10;M;00:09:36;576;20
11;M;00:09:37;577;20
12;M;00:09:38;578;20
13;M;00:09:39;579;20
14;M;00:09:40;580;20
15;M;00:09:41;581;20
16;M;00:09:42;582;20
17;M;00:09:43;583;20
18;M;00:09:44;584;20
19;M;00:09:45;585;20
20;M;00:09:46;586;20
21;M;00:09:47;587;20
22;M;00:09:48;588;20
23;M;00:09:49;589;20
24;M;00:09:50;590;20
25;M;00:09:51;591;20
26;M;00:09:52;592;20
27;M;00:09:53;593;20
28;M;00:09:54;594;20
29;M;00:09:55;595;20
30;M;00:09:56;596;20
31;M;00:09:57;597;20
32;M;00:09:58;598;20
33;M;00:09:59;599;20
34;M;00:10:00;600;20
35;M;00:10:01;601;19,97
36;M;00:10:02;602;19,93
37;M;00:10:03;603;19,86
38;M;00:10:04;604;19,79
39;M;00:10:05;605;19,72
40;M;00:10:06;606;19,65
41;M;00:10:07;607;19,58
42;M;00:10:08;608;19,51
43;M;00:10:09;609;19,44
44;M;00:10:10;610;19,37
45;M;00:10:11;611;19,3
46;M;00:10:12;612;19,23
47;M;00:10:13;613;19,16
48;M;00:10:14;614;19,1
49;M;00:10:15;615;19,03
50;M;00:10:16;616;18,96
51;M;00:10:17;617;18,86
52;M;00:10:18;618;18,8
53;M;00:10:19;619;18,73
54;M;00:10:20;620;18,67
55;M;00:10:21;621;18,6
56;M;00:10:22;622;18,54
57;M;00:10:23;623;18,47
58;M;00:10:24;624;18,41
59;M;00:10:25;625;18,34
60;M;00:10:26;626;18,28
61;M;00:10:27;627;18,19
62;M;00:10:28;628;18,09
63;M;00:10:29;629;18
64;M;00:10:30;630;17,91
65;M;00:10:31;631;17,82
66;M;00:10:32;632;17,72
67;M;00:10:33;633;17,63
68;M;00:10:34;634;17,57
69;M;00:10:35;635;17,51
70;M;00:10:36;636;17,45
71;M;00:10:37;637;17,4
72;M;00:10:38;638;17,34
73;M;00:10:39;639;17,28
74;M;00:10:40;640;17,22
75;M;00:10:41;641;17,16
76;M;00:10:42;642;17,1
77;M;00:10:43;643;17,05
78;M;00:10:44;644;16,99
79;M;00:10:45;645;16,93
80;M;00:10:46;646;16,88
81;M;00:10:47;647;16,82
82;M;00:10:48;648;16,77
83;M;00:10:49;649;16,71
84;M;00:10:50;650;16,65
85;M;00:10:51;651;16,6
86;M;00:10:52;652;16,54
87;M;00:10:53;653;16,49
88;M;00:10:54;654;16,44
89;M;00:10:55;655;16,38
90;M;00:10:56;656;16,33
91;M;00:10:57;657;16,27
92;M;00:10:58;658;16,22
93;M;00:10:59;659;16,17
94;M;00:11:00;660;16,12
95;M;00:11:01;661;16,06
96;M;00:11:02;662;16,01
97;M;00:11:03;663;15,96
98;M;00:11:04;664;15,91
99;M;00:11:05;665;15,86
100;M;00:11:06;666;15,81
101;M;00:11:07;667;15,75
102;M;00:11:08;668;15,7
103;M;00:11:09;669;15,65
104;M;00:11:10;670;15,6
105;M;00:11:11;671;15,55
106;M;00:11:12;672;15,5
107;M;00:11:13;673;15,45
108;M;00:11:14;674;15,4
109;M;00:11:15;675;15,36
110;M;00:11:16;676;15,31
111;M;00:11:17;677;15,26
112;M;00:11:18;678;15,21
113;M;00:11:19;679;15,16
114;M;00:11:20;680;15,11
115;M;00:11:21;681;15,07
116;M;00:11:22;682;15,02
117;M;00:11:23;683;14,97
118;M;00:11:24;684;14,93
119;M;00:11:25;685;14,88
120;M;00:11:26;686;14,83
121;M;00:11:27;687;14,79
122;M;00:11:28;688;14,74
123;M;00:11:29;689;14,69
124;M;00:11:30;690;14,65
125;M;00:11:31;691;14,6
126;M;00:11:32;692;14,56
127;M;00:11:33;693;14,51
128;M;00:11:34;694;14,47
129;M;00:11:35;695;14,42
130;M;00:11:36;696;14,38
131;M;00:11:37;697;14,33
132;M;00:11:38;698;14,29
133;M;00:11:39;699;14,25
134;M;00:11:40;700;14,2
135;M;00:11:41;701;14,16
136;M;00:11:42;702;14,12
137;M;00:11:43;703;14,07
138;M;00:11:44;704;14,03
139;M;00:11:45;705;13,99
140;M;00:11:46;706;13,95
141;M;00:11:47;707;13,9
142;M;00:11:48;708;13,86
143;M;00:11:49;709;13,82
144;M;00:11:50;710;13,78
145;M;00:11:51;711;13,74
146;M;00:11:52;712;13,7
147;M;00:11:53;713;13,65
148;M;00:11:54;714;13,63
149;M;00:11:55;715;13,61
150;M;00:11:56;716;13,58
151;M;00:11:57;717;13,56
152;M;00:11:58;718;13,53
153;M;00:11:59;719;13,51
154;M;00:12:00;720;13,48
155;M;00:12:01;721;13,46
156;M;00:12:02;722;13,43
157;M;00:12:03;723;13,41
158;M;00:12:04;724;13,39
159;M;00:12:05;725;13,36
160;M;00:12:06;726;13,34
161;M;00:12:07;727;13,32
162;M;00:12:08;728;13,29
163;M;00:12:09;729;13,27
164;M;00:12:10;730;13,25
165;M;00:12:11;731;13,22
166;M;00:12:12;732;13,2
167;M;00:12:13;733;13,18
168;M;00:12:14;734;13,15
169;M;00:12:15;735;13,13
170;M;00:12:16;736;13,11
171;M;00:12:17;737;13,08
172;M;00:12:18;738;13,06
173;M;00:12:19;739;13,04
174;M;00:12:20;740;13,02
175;M;00:12:21;741;12,99
176;M;00:12:22;742;12,97
177;M;00:12:23;743;12,95
178;M;00:12:24;744;12,93
179;M;00:12:25;745;12,9
180;M;00:12:26;746;12,88
181;M;00:12:27;747;12,86
182;M;00:12:28;748;12,84
183;M;00:12:29;749;12,82
184;M;00:12:30;750;12,79
185;M;00:12:31;751;12,77
186;M;00:12:32;752;12,75
187;M;00:12:33;753;12,73
188;M;00:12:34;754;12,71
189;M;00:12:35;755;12,69
190;M;00:12:36;756;12,66
191;M;00:12:37;757;12,64
192;M;00:12:38;758;12,62
193;M;00:12:39;759;12,6
194;M;00:12:40;760;12,58
195;M;00:12:41;761;12,56
196;M;00:12:42;762;12,54
197;M;00:12:43;763;12,52
198;M;00:12:44;764;12,5
199;M;00:12:45;765;12,48
200;M;00:12:46;766;12,45
201;M;00:12:47;767;12,43
202;M;00:12:48;768;12,41
203;M;00:12:49;769;12,39
204;M;00:12:50;770;12,37
205;M;00:12:51;771;12,35
206;M;00:12:52;772;12,33
207;M;00:12:53;773;12,31
208;M;00:12:54;774;12,29
209;M;00:12:55;775;12,27
210;M;00:12:56;776;12,25
211;M;00:12:57;777;12,23
212;M;00:12:58;778;12,21
213;M;00:12:59;779;12,19
214;M;00:13:00;780;12,17
215;M;00:13:01;781;12,15
216;M;00:13:02;782;12,13
217;M;00:13:03;783;12,11
218;M;00:13:04;784;12,09
219;M;00:13:05;785;12,07
220;M;00:13:06;786;12,05
221;M;00:13:07;787;12,04
222;M;00:13:08;788;12,02
223;M;00:13:09;789;12
224;M;00:13:10;790;11,98
225;M;00:13:11;791;11,96
226;M;00:13:12;792;11,94
227;M;00:13:13;793;11,92
228;M;00:13:14;794;11,9
229;M;00:13:15;795;11,88
230;M;00:13:16;796;11,86
231;M;00:13:17;797;11,85
232;M;00:13:18;798;11,83
233;M;00:13:19;799;11,81
234;M;00:13:20;800;11,79
235;M;00:13:21;801;11,77
236;M;00:13:22;802;11,75
237;M;00:13:23;803;11,73
238;M;00:13:24;804;11,72
239;M;00:13:25;805;11,7
240;M;00:13:26;806;11,68
241;M;00:13:27;807;11,66
242;M;00:13:28;808;11,64
243;M;00:13:29;809;11,63
244;M;00:13:30;810;11,61
245;M;00:13:31;811;11,59
246;M;00:13:32;812;11,57
247;M;00:13:33;813;11,55
248;M;00:13:34;814;11,54
249;M;00:13:35;815;11,52
250;M;00:13:36;816;11,5
251;M;00:13:37;817;11,48
252;M;00:13:38;818;11,47
253;M;00:13:39;819;11,45
254;M;00:13:40;820;11,43
255;M;00:13:41;821;11,41
256;M;00:13:42;822;11,4
257;M;00:13:43;823;11,38
258;M;00:13:44;824;11,36
259;M;00:13:45;825;11,34
260;M;00:13:46;826;11,33
261;M;00:13:47;827;11,31
262;M;00:13:48;828;11,29
263;M;00:13:49;829;11,28
264;M;00:13:50;830;11,26
265;M;00:13:51;831;11,24
266;M;00:13:52;832;11,23
267;M;00:13:53;833;11,21
268;M;00:13:54;834;11,19
269;M;00:13:55;835;11,18
270;M;00:13:56;836;11,16
271;M;00:13:57;837;11,14
272;M;00:13:58;838;11,13
273;M;00:13:59;839;11,11
274;M;00:14:00;840;11,09
275;M;00:14:01;841;11,08
276;M;00:14:02;842;11,06
277;M;00:14:03;843;11,04
278;M;00:14:04;844;11,03
279;M;00:14:05;845;11,01
280;M;00:14:06;846;11
281;M;00:14:07;847;10,98
282;M;00:14:08;848;10,96
283;M;00:14:09;849;10,95
284;M;00:14:10;850;10,93
285;M;00:14:11;851;10,92
286;M;00:14:12;852;10,9
287;M;00:14:13;853;10,88
288;M;00:14:14;854;10,87
289;M;00:14:15;855;10,85
290;M;00:14:16;856;10,84
291;M;00:14:17;857;10,82
292;M;00:14:18;858;10,81
293;M;00:14:19;859;10,79
294;M;00:14:20;860;10,77
295;M;00:14:21;861;10,76
296;M;00:14:22;862;10,74
297;M;00:14:23;863;10,73
298;M;00:14:24;864;10,71
299;M;00:14:25;865;10,7
300;M;00:14:26;866;10,68
301;M;00:14:27;867;10,67
302;M;00:14:28;868;10,65
303;M;00:14:29;869;10,64
304;M;00:14:30;870;10,62
305;M;00:14:31;871;10,61
306;M;00:14:32;872;10,59
307;M;00:14:33;873;10,58
308;M;00:14:34;874;10,56
309;M;00:14:35;875;10,55
310;M;00:14:36;876;10,53
311;M;00:14:37;877;10,52
312;M;00:14:38;878;10,5
313;M;00:14:39;879;10,49
314;M;00:14:40;880;10,47
315;M;00:14:41;881;10,46
316;M;00:14:42;882;10,45
317;M;00:14:43;883;10,43
318;M;00:14:44;884;10,42
319;M;00:14:45;885;10,4
320;M;00:14:46;886;10,39
321;M;00:14:47;887;10,37
322;M;00:14:48;888;10,36
323;M;00:14:49;889;10,34
324;M;00:14:50;890;10,33
325;M;00:14:51;891;10,32
326;M;00:14:52;892;10,3
327;M;00:14:53;893;10,29
328;M;00:14:54;894;10,27
329;M;00:14:55;895;10,26
330;M;00:14:56;896;10,25
331;M;00:14:57;897;10,23
332;M;00:14:58;898;10,22
333;M;00:14:59;899;10,2
334;M;00:15:00;900;10,19
335;M;00:15:01;901;10,18
336;M;00:15:02;902;10,16
337;M;00:15:03;903;10,15
338;M;00:15:04;904;10,13
339;M;00:15:05;905;10,12
340;M;00:15:06;906;10,11
341;M;00:15:07;907;10,09
342;M;00:15:08;908;10,08
343;M;00:15:09;909;10,07
344;M;00:15:10;910;10,05
345;M;00:15:11;911;10,04
346;M;00:15:12;912;10,03
347;M;00:15:13;913;10,01
348;M;00:15:14;914;10
349;M;00:15:15;915;9,99
350;M;00:15:16;916;9,98
351;M;00:15:17;917;9,97
352;M;00:15:18;918;9,95
353;M;00:15:19;919;9,94
354;M;00:15:20;920;9,93
355;M;00:15:21;921;9,92
356;M;00:15:22;922;9,91
357;M;00:15:23;923;9,9
358;M;00:15:24;924;9,89
359;M;00:15:25;925;9,88
360;M;00:15:26;926;9,86
361;M;00:15:27;927;9,85
362;M;00:15:28;928;9,84
363;M;00:15:29;929;9,83
364;M;00:15:30;930;9,82
365;M;00:15:31;931;9,81
366;M;00:15:32;932;9,8
367;M;00:15:33;933;9,79
368;M;00:15:34;934;9,78
369;M;00:15:35;935;9,76
370;M;00:15:36;936;9,75
371;M;00:15:37;937;9,74
372;M;00:15:38;938;9,73
373;M;00:15:39;939;9,72
374;M;00:15:40;940;9,71
375;M;00:15:41;941;9,7
376;M;00:15:42;942;9,69
377;M;00:15:43;943;9,68
378;M;00:15:44;944;9,67
379;M;00:15:45;945;9,66
380;M;00:15:46;946;9,65
381;M;00:15:47;947;9,63
382;M;00:15:48;948;9,62
383;M;00:15:49;949;9,61
384;M;00:15:50;950;9,6
385;M;00:15:51;951;9,59
386;M;00:15:52;952;9,58
387;M;00:15:53;953;9,57
388;M;00:15:54;954;9,56
389;M;00:15:55;955;9,55
390;M;00:15:56;956;9,54
391;M;00:15:57;957;9,53
392;M;00:15:58;958;9,52
393;M;00:15:59;959;9,51
394;M;00:16:00;960;9,5
395;M;00:16:01;961;9,49
396;M;00:16:02;962;9,48
397;M;00:16:03;963;9,47
398;M;00:16:04;964;9,46
399;M;00:16:05;965;9,45
400;M;00:16:06;966;9,44
401;M;00:16:07;967;9,43
402;M;00:16:08;968;9,42
403;M;00:16:09;969;9,41
404;M;00:16:10;970;9,4
405;M;00:16:11;971;9,39
406;M;00:16:12;972;9,38
407;M;00:16:13;973;9,36
408;M;00:16:14;974;9,35
409;M;00:16:15;975;9,34
410;M;00:16:16;976;9,33
411;M;00:16:17;977;9,32
412;M;00:16:18;978;9,31
413;M;00:16:19;979;9,3
414;M;00:16:20;980;9,29
415;M;00:16:21;981;9,28
416;M;00:16:22;982;9,27
417;M;00:16:23;983;9,26
418;M;00:16:24;984;9,25
419;M;00:16:25;985;9,24
420;M;00:16:26;986;9,23
421;M;00:16:27;987;9,22
422;M;00:16:28;988;9,21
423;M;00:16:29;989;9,2
424;M;00:16:30;990;9,19
425;M;00:16:31;991;9,18
426;M;00:16:32;992;9,17
427;M;00:16:33;993;9,16
428;M;00:16:34;994;9,15
429;M;00:16:35;995;9,14
430;M;00:16:36;996;9,13
431;M;00:16:37;997;9,12
432;M;00:16:38;998;9,11
433;M;00:16:39;999;9,1
434;M;00:16:40;1000;9,09
435;M;00:16:41;1001;9,08
436;M;00:16:42;1002;9,07
437;M;00:16:43;1003;9,06
438;M;00:16:44;1004;9,05
439;M;00:16:45;1005;9,04
440;M;00:16:46;1006;9,03
441;M;00:16:47;1007;9,02
442;M;00:16:48;1008;9,01
443;M;00:16:49;1009;9
444;M;00:16:50;1010;8,99
445;M;00:16:51;1011;8,98
446;M;00:16:52;1012;8,97
447;M;00:16:53;1013;8,96
448;M;00:16:54;1014;8,95
449;M;00:16:55;1015;8,94
450;M;00:16:56;1016;8,93
451;M;00:16:57;1017;8,92
452;M;00:16:58;1018;8,91
453;M;00:16:59;1019;8,9
454;M;00:17:00;1020;8,89
455;M;00:17:01;1021;8,88
456;M;00:17:02;1022;8,87
457;M;00:17:03;1023;8,86
458;M;00:17:04;1024;8,85
459;M;00:17:05;1025;8,84
460;M;00:17:06;1026;8,83
461;M;00:17:07;1027;8,82
462;M;00:17:08;1028;8,81
463;M;00:17:09;1029;8,8
464;M;00:17:10;1030;8,79
465;M;00:17:11;1031;8,78
466;M;00:17:12;1032;8,77
467;M;00:17:13;1033;8,76
468;M;00:17:14;1034;8,75
469;M;00:17:15;1035;8,74
470;M;00:17:16;1036;8,73
471;M;00:17:17;1037;8,72
472;M;00:17:18;1038;8,71
473;M;00:17:19;1039;8,7
474;M;00:17:20;1040;8,69
475;M;00:17:21;1041;8,68
476;M;00:17:22;1042;8,67
477;M;00:17:23;1043;8,66
478;M;00:17:24;1044;8,65
479;M;00:17:25;1045;8,64
480;M;00:17:26;1046;8,63
481;M;00:17:27;1047;8,62
482;M;00:17:28;1048;8,61
483;M;00:17:29;1049;8,6
484;M;00:17:30;1050;8,59
485;M;00:17:31;1051;8,58
486;M;00:17:32;1052;8,57
487;M;00:17:33;1053;8,56
488;M;00:17:34;1054;8,55
489;M;00:17:35;1055;8,54
490;M;00:17:36;1056;8,53
491;M;00:17:37;1057;8,52
492;M;00:17:38;1058;8,51
493;M;00:17:39;1059;8,5
494;M;00:17:40;1060;8,49
495;M;00:17:41;1061;8,48
496;M;00:17:42;1062;8,47
497;M;00:17:43;1063;8,46
498;M;00:17:44;1064;8,45
499;M;00:17:45;1065;8,44
500;M;00:17:46;1066;8,43
501;M;00:17:47;1067;8,42
502;M;00:17:48;1068;8,41
503;M;00:17:49;1069;8,4
504;M;00:17:50;1070;8,39
505;M;00:17:51;1071;8,38
506;M;00:17:52;1072;8,37
507;M;00:17:53;1073;8,36
508;M;00:17:54;1074;8,35
509;M;00:17:55;1075;8,34
510;M;00:17:56;1076;8,33
511;M;00:17:57;1077;8,32
512;M;00:17:58;1078;8,31
513;M;00:17:59;1079;8,3
514;M;00:18:00;1080;8,29
515;M;00:18:01;1081;8,28
516;M;00:18:02;1082;8,27
517;M;00:18:03;1083;8,26
518;M;00:18:04;1084;8,25
519;M;00:18:05;1085;8,24
520;M;00:18:06;1086;8,23
521;M;00:18:07;1087;8,22
522;M;00:18:08;1088;8,21
523;M;00:18:09;1089;8,2
524;M;00:18:10;1090;8,19
525;M;00:18:11;1091;8,18
526;M;00:18:12;1092;8,17
527;M;00:18:13;1093;8,16
528;M;00:18:14;1094;8,15
529;M;00:18:15;1095;8,14
530;M;00:18:16;1096;8,13
531;M;00:18:17;1097;8,12
532;M;00:18:18;1098;8,11
533;M;00:18:19;1099;8,1
534;M;00:18:20;1100;8,09
535;M;00:18:21;1101;8,08
536;M;00:18:22;1102;8,07
537;M;00:18:23;1103;8,06
538;M;00:18:24;1104;8,05
539;M;00:18:25;1105;8,04
540;M;00:18:26;1106;8,03
541;M;00:18:27;1107;8,02
542;M;00:18:28;1108;8,01
543;M;00:18:29;1109;8
544;M;00:18:30;1110;7,99
545;M;00:18:31;1111;7,98
546;M;00:18:32;1112;7,97
547;M;00:18:33;1113;7,96
548;M;00:18:34;1114;7,95
549;M;00:18:35;1115;7,94
550;M;00:18:36;1116;7,93
551;M;00:18:37;1117;7,92
552;M;00:18:38;1118;7,91
553;M;00:18:39;1119;7,9
554;M;00:18:40;1120;7,89
555;M;00:18:41;1121;7,88
556;M;00:18:42;1122;7,87
557;M;00:18:43;1123;7,86
558;M;00:18:44;1124;7,85
559;M;00:18:45;1125;7,84
560;M;00:18:46;1126;7,83
561;M;00:18:47;1127;7,82
562;M;00:18:48;1128;7,81
563;M;00:18:49;1129;7,8
564;M;00:18:50;1130;7,79
565;M;00:18:51;1131;7,78
566;M;00:18:52;1132;7,77
567;M;00:18:53;1133;7,76
568;M;00:18:54;1134;7,75
569;M;00:18:55;1135;7,74
570;M;00:18:56;1136;7,73
571;M;00:18:57;1137;7,72
572;M;00:18:58;1138;7,71
573;M;00:18:59;1139;7,7
574;M;00:19:00;1140;7,69
575;M;00:19:01;1141;7,68
576;M;00:19:02;1142;7,67
577;M;00:19:03;1143;7,66
578;M;00:19:04;1144;7,65
579;M;00:19:05;1145;7,64
580;M;00:19:06;1146;7,63
581;M;00:19:07;1147;7,62
582;M;00:19:08;1148;7,61
583;M;00:19:09;1149;7,6
584;M;00:19:10;1150;7,59
585;M;00:19:11;1151;7,58
586;M;00:19:12;1152;7,57
587;M;00:19:13;1153;7,56
588;M;00:19:14;1154;7,55
589;M;00:19:15;1155;7,54
590;M;00:19:16;1156;7,53
591;M;00:19:17;1157;7,52
592;M;00:19:18;1158;7,51
593;M;00:19:19;1159;7,5
594;M;00:19:20;1160;7,49
595;M;00:19:21;1161;7,48
596;M;00:19:22;1162;7,47
597;M;00:19:23;1163;7,46
598;M;00:19:24;1164;7,45
599;M;00:19:25;1165;7,44
600;M;00:19:26;1166;7,43
601;M;00:19:27;1167;7,42
602;M;00:19:28;1168;7,41
603;M;00:19:29;1169;7,4
604;M;00:19:30;1170;7,39
605;M;00:19:31;1171;7,38
606;M;00:19:32;1172;7,37
607;M;00:19:33;1173;7,36
608;M;00:19:34;1174;7,35
609;M;00:19:35;1175;7,34
610;M;00:19:36;1176;7,33
611;M;00:19:37;1177;7,32
612;M;00:19:38;1178;7,31
613;M;00:19:39;1179;7,3
614;M;00:19:40;1180;7,29
615;M;00:19:41;1181;7,28
616;M;00:19:42;1182;7,27
617;M;00:19:43;1183;7,26
618;M;00:19:44;1184;7,25
619;M;00:19:45;1185;7,24
620;M;00:19:46;1186;7,23
621;M;00:19:47;1187;7,22
622;M;00:19:48;1188;7,21
623;M;00:19:49;1189;7,2
624;M;00:19:50;1190;7,19
625;M;00:19:51;1191;7,18
626;M;00:19:52;1192;7,17
627;M;00:19:53;1193;7,16
628;M;00:19:54;1194;7,15
629;M;00:19:55;1195;7,14
630;M;00:19:56;1196;7,13
631;M;00:19:57;1197;7,12
632;M;00:19:58;1198;7,11
633;M;00:19:59;1199;7,1
634;M;00:20:00;1200;7,09
635;M;00:20:01;1201;7,08
636;M;00:20:02;1202;7,07
637;M;00:20:03;1203;7,06
638;M;00:20:04;1204;7,05
639;M;00:20:05;1205;7,04
640;M;00:20:06;1206;7,03
641;M;00:20:07;1207;7,02
642;M;00:20:08;1208;7,01
643;M;00:20:09;1209;7
644;M;00:20:10;1210;6,99
645;M;00:20:11;1211;6,98
646;M;00:20:12;1212;6,97
647;M;00:20:13;1213;6,96
648;M;00:20:14;1214;6,95
649;M;00:20:15;1215;6,94
650;M;00:20:16;1216;6,93
651;M;00:20:17;1217;6,92
652;M;00:20:18;1218;6,91
653;M;00:20:19;1219;6,9
654;M;00:20:20;1220;6,89
655;M;00:20:21;1221;6,88
656;M;00:20:22;1222;6,87
657;M;00:20:23;1223;6,86
658;M;00:20:24;1224;6,85
659;M;00:20:25;1225;6,84
660;M;00:20:26;1226;6,83
661;M;00:20:27;1227;6,82
662;M;00:20:28;1228;6,81
663;M;00:20:29;1229;6,8
664;M;00:20:30;1230;6,79
665;M;00:20:31;1231;6,78
666;M;00:20:32;1232;6,77
667;M;00:20:33;1233;6,76
668;M;00:20:34;1234;6,75
669;M;00:20:35;1235;6,74
670;M;00:20:36;1236;6,73
671;M;00:20:37;1237;6,72
672;M;00:20:38;1238;6,71
673;M;00:20:39;1239;6,7
674;M;00:20:40;1240;6,69
675;M;00:20:41;1241;6,68
676;M;00:20:42;1242;6,67
677;M;00:20:43;1243;6,66
678;M;00:20:44;1244;6,65
679;M;00:20:45;1245;6,64
680;M;00:20:46;1246;6,63
681;M;00:20:47;1247;6,62
682;M;00:20:48;1248;6,61
683;M;00:20:49;1249;6,6
684;M;00:20:50;1250;6,59
685;M;00:20:51;1251;6,58
686;M;00:20:52;1252;6,57
687;M;00:20:53;1253;6,56
688;M;00:20:54;1254;6,55
689;M;00:20:55;1255;6,54
690;M;00:20:56;1256;6,53
691;M;00:20:57;1257;6,52
692;M;00:20:58;1258;6,51
693;M;00:20:59;1259;6,5
694;M;00:21:00;1260;6,49
695;M;00:21:01;1261;6,48
696;M;00:21:02;1262;6,47
697;M;00:21:03;1263;6,46
698;M;00:21:04;1264;6,45
699;M;00:21:05;1265;6,44
700;M;00:21:06;1266;6,43
701;M;00:21:07;1267;6,42
702;M;00:21:08;1268;6,41
703;M;00:21:09;1269;6,4
704;M;00:21:10;1270;6,39
705;M;00:21:11;1271;6,38
706;M;00:21:12;1272;6,37
707;M;00:21:13;1273;6,36
708;M;00:21:14;1274;6,35
709;M;00:21:15;1275;6,34
710;M;00:21:16;1276;6,33
711;M;00:21:17;1277;6,32
712;M;00:21:18;1278;6,31
713;M;00:21:19;1279;6,3
714;M;00:21:20;1280;6,29
715;M;00:21:21;1281;6,28
716;M;00:21:22;1282;6,27
717;M;00:21:23;1283;6,26
718;M;00:21:24;1284;6,25
719;M;00:21:25;1285;6,24
720;M;00:21:26;1286;6,23
721;M;00:21:27;1287;6,22
722;M;00:21:28;1288;6,21
723;M;00:21:29;1289;6,2
724;M;00:21:30;1290;6,19
725;M;00:21:31;1291;6,18
726;M;00:21:32;1292;6,17
727;M;00:21:33;1293;6,16
728;M;00:21:34;1294;6,15
729;M;00:21:35;1295;6,14
730;M;00:21:36;1296;6,13
731;M;00:21:37;1297;6,12
732;M;00:21:38;1298;6,11
733;M;00:21:39;1299;6,1
734;M;00:21:40;1300;6,09
735;M;00:21:41;1301;6,08
736;M;00:21:42;1302;6,07
737;M;00:21:43;1303;6,06
738;M;00:21:44;1304;6,05
739;M;00:21:45;1305;6,04
740;M;00:21:46;1306;6,03
741;M;00:21:47;1307;6,02
742;M;00:21:48;1308;6,01
743;M;00:21:49;1309;6
744;M;00:21:50;1310;5,99
745;M;00:21:51;1311;5,98
746;M;00:21:52;1312;5,97
747;M;00:21:53;1313;5,96
748;M;00:21:54;1314;5,95
749;M;00:21:55;1315;5,94
750;M;00:21:56;1316;5,93
751;M;00:21:57;1317;5,92
752;M;00:21:58;1318;5,91
753;M;00:21:59;1319;5,9
754;M;00:22:00;1320;5,89
755;M;00:22:01;1321;5,88
756;M;00:22:02;1322;5,87
757;M;00:22:03;1323;5,86
758;M;00:22:04;1324;5,85
759;M;00:22:05;1325;5,84
760;M;00:22:06;1326;5,83
761;M;00:22:07;1327;5,82
762;M;00:22:08;1328;5,81
763;M;00:22:09;1329;5,8
764;M;00:22:10;1330;5,79
765;M;00:22:11;1331;5,78
766;M;00:22:12;1332;5,77
767;M;00:22:13;1333;5,76
768;M;00:22:14;1334;5,75
769;M;00:22:15;1335;5,74
770;M;00:22:16;1336;5,73
771;M;00:22:17;1337;5,72
772;M;00:22:18;1338;5,71
773;M;00:22:19;1339;5,7
774;M;00:22:20;1340;5,69
775;M;00:22:21;1341;5,68
776;M;00:22:22;1342;5,67
777;M;00:22:23;1343;5,66
778;M;00:22:24;1344;5,65
779;M;00:22:25;1345;5,64
780;M;00:22:26;1346;5,63
781;M;00:22:27;1347;5,62
782;M;00:22:28;1348;5,61
783;M;00:22:29;1349;5,6
784;M;00:22:30;1350;5,59
785;M;00:22:31;1351;5,58
786;M;00:22:32;1352;5,57
787;M;00:22:33;1353;5,56
788;M;00:22:34;1354;5,55
789;M;00:22:35;1355;5,54
790;M;00:22:36;1356;5,53
791;M;00:22:37;1357;5,52
792;M;00:22:38;1358;5,51
793;M;00:22:39;1359;5,5
794;M;00:22:40;1360;5,49
795;M;00:22:41;1361;5,48
796;M;00:22:42;1362;5,47
797;M;00:22:43;1363;5,46
798;M;00:22:44;1364;5,45
799;M;00:22:45;1365;5,44
800;M;00:22:46;1366;5,43
801;M;00:22:47;1367;5,42
802;M;00:22:48;1368;5,41
803;M;00:22:49;1369;5,4
804;M;00:22:50;1370;5,39
805;M;00:22:51;1371;5,38
806;M;00:22:52;1372;5,37
807;M;00:22:53;1373;5,36
808;M;00:22:54;1374;5,35
809;M;00:22:55;1375;5,34
810;M;00:22:56;1376;5,33
811;M;00:22:57;1377;5,32
812;M;00:22:58;1378;5,31
813;M;00:22:59;1379;5,3
814;M;00:23:00;1380;5,29
815;M;00:23:01;1381;5,28
816;M;00:23:02;1382;5,27
817;M;00:23:03;1383;5,26
818;M;00:23:04;1384;5,25
819;M;00:23:05;1385;5,24
820;M;00:23:06;1386;5,23
821;M;00:23:07;1387;5,22
822;M;00:23:08;1388;5,21
823;M;00:23:09;1389;5,2
824;M;00:23:10;1390;5,19
825;M;00:23:11;1391;5,18
826;M;00:23:12;1392;5,17
827;M;00:23:13;1393;5,16
828;M;00:23:14;1394;5,15
829;M;00:23:15;1395;5,14
830;M;00:23:16;1396;5,13
831;M;00:23:17;1397;5,12
832;M;00:23:18;1398;5,11
833;M;00:23:19;1399;5,1
834;M;00:23:20;1400;5,09
835;M;00:23:21;1401;5,08
836;M;00:23:22;1402;5,07
837;M;00:23:23;1403;5,06
838;M;00:23:24;1404;5,05
839;M;00:23:25;1405;5,04
840;M;00:23:26;1406;5,03
841;M;00:23:27;1407;5,02
842;M;00:23:28;1408;5,01
843;M;00:23:29;1409;5
844;M;00:23:30;1410;4,99
845;M;00:23:31;1411;4,98
846;M;00:23:32;1412;4,97
847;M;00:23:33;1413;4,96
848;M;00:23:34;1414;4,95
849;M;00:23:35;1415;4,94
850;M;00:23:36;1416;4,93
851;M;00:23:37;1417;4,92
852;M;00:23:38;1418;4,91
