id;Sexo;Tempo;Segundos;Nota
2075;F;00:25:11;1511;5,78
2076;F;00:25:12;1512;5,77
2077;F;00:25:13;1513;5,76
2078;F;00:25:14;1514;5,75
2079;F;00:25:15;1515;5,74
2080;F;00:25:16;1516;5,73
2081;F;00:25:17;1517;5,72
2082;F;00:25:18;1518;5,71
2083;F;00:25:19;1519;5,7
2084;F;00:25:20;1520;5,69
2085;F;00:25:21;1521;5,68
2086;F;00:25:22;1522;5,67
2087;F;00:25:23;1523;5,66
2088;F;00:25:24;1524;5,65
2089;F;00:25:25;1525;5,64
2090;F;00:25:26;1526;5,63
2091;F;00:25:27;1527;5,62
2092;F;00:25:28;1528;5,61
2093;F;00:25:29;1529;5,6
2094;F;00:25:30;1530;5,59
2095;F;00:25:31;1531;5,58
2096;F;00:25:32;1532;5,57
2097;F;00:25:33;1533;5,56
2098;F;00:25:34;1534;5,55
2099;F;00:25:35;1535;5,54
2100;F;00:25:36;1536;5,53
2101;F;00:25:37;1537;5,52
2102;F;00:25:38;1538;5,51
2103;F;00:25:39;1539;5,5
2104;F;00:25:40;1540;5,49
2105;F;00:25:41;1541;5,48
2106;F;00:25:42;1542;5,47
2107;F;00:25:43;1543;5,46
2108;F;00:25:44;1544;5,45
2109;F;00:25:45;1545;5,44
2110;F;00:25:46;1546;5,43
2111;F;00:25:47;1547;5,42
2112;F;00:25:48;1548;5,41
2113;F;00:25:49;1549;5,4
2114;F;00:25:50;1550;5,39
2115;F;00:25:51;1551;5,38
2116;F;00:25:52;1552;5,37
2117;F;00:25:53;1553;5,36
2118;F;00:25:54;1554;5,35
2119;F;00:25:55;1555;5,34
2120;F;00:25:56;1556;5,33
2121;F;00:25:57;1557;5,32
2122;F;00:25:58;1558;5,31
2123;F;00:25:59;1559;5,3
2124;F;00:26:00;1560;5,29
2125;F;00:26:01;1561;5,28
2126;F;00:26:02;1562;5,27
2127;F;00:26:03;1563;5,26
2128;F;00:26:04;1564;5,25
2129;F;00:26:05;1565;5,24
2130;F;00:26:06;1566;5,23
2131;F;00:26:07;1567;5,22
2132;F;00:26:08;1568;5,21
2133;F;00:26:09;1569;5,2
2134;F;00:26:10;1570;5,19
2135;F;00:26:11;1571;5,18
2136;F;00:26:12;1572;5,17
2137;F;00:26:13;1573;5,16
2138;F;00:26:14;1574;5,15
2139;F;00:26:15;1575;5,14
2140;F;00:26:16;1576;5,13
2141;F;00:26:17;1577;5,12
2142;F;00:26:18;1578;5,11
2143;F;00:26:19;1579;5,1
2144;F;00:26:20;1580;5,09
2145;F;00:26:21;1581;5,08
2146;F;00:26:22;1582;5,07
2147;F;00:26:23;1583;5,06
2148;F;00:26:24;1584;5,05
2149;F;00:26:25;1585;5,04
2150;F;00:26:26;1586;5,03
2151;F;00:26:27;1587;5,02
2152;F;00:26:28;1588;5,01
2153;F;00:26:29;1589;5
2154;F;00:26:30;1590;4,99
2155;F;00:26:31;1591;4,98
2156;F;00:26:32;1592;4,97
2157;F;00:26:33;1593;4,96
2158;F;00:26:34;1594;4,95
2159;F;00:26:35;1595;4,94
2160;F;00:26:36;1596;4,93
2161;F;00:26:37;1597;4,92
2162;F;00:26:38;1598;4,91
2163;F;00:26:39;1599;4,9
2164;F;00:26:40;1600;4,89
2165;F;00:26:41;1601;4,88
2166;F;00:26:42;1602;4,87
2167;F;00:26:43;1603;4,86
2168;F;00:26:44;1604;4,85
2169;F;00:26:45;1605;4,84
2170;F;00:26:46;1606;4,83
2171;F;00:26:47;1607;4,82
2172;F;00:26:48;1608;4,81
2173;F;00:26:49;1609;4,8
2174;F;00:26:50;1610;4,79
2175;F;00:26:51;1611;4,78
2176;F;00:26:52;1612;4,77
2177;F;00:26:53;1613;4,76
2178;F;00:26:54;1614;4,75
2179;F;00:26:55;1615;4,74
2180;F;00:26:56;1616;4,73
2181;F;00:26:57;1617;4,72
2182;F;00:26:58;1618;4,71
2183;F;00:26:59;1619;4,7
2184;F;00:27:00;1620;4,69
2185;F;00:27:01;1621;4,68
2186;F;00:27:02;1622;4,67
2187;F;00:27:03;1623;4,66
2188;F;00:27:04;1624;4,65
2189;F;00:27:05;1625;4,64
2190;F;00:27:06;1626;4,63
2191;F;00:27:07;1627;4,62
2192;F;00:27:08;1628;4,61
2193;F;00:27:09;1629;4,6
2194;F;00:27:10;1630;4,59
2195;F;00:27:11;1631;4,58
2196;F;00:27:12;1632;4,57
2197;F;00:27:13;1633;4,56
2198;F;00:27:14;1634;4,55
2199;F;00:27:15;1635;4,54
2200;F;00:27:16;1636;4,53
2201;F;00:27:17;1637;4,52
2202;F;00:27:18;1638;4,51
2203;F;00:27:19;1639;4,5
2204;F;00:27:20;1640;4,49
2205;F;00:27:21;1641;4,48
2206;F;00:27:22;1642;4,47
2207;F;00:27:23;1643;4,46
2208;F;00:27:24;1644;4,45
2209;F;00:27:25;1645;4,44
2210;F;00:27:26;1646;4,43
2211;F;00:27:27;1647;4,42
2212;F;00:27:28;1648;4,41
2213;F;00:27:29;1649;4,4
2214;F;00:27:30;1650;4,39
2215;F;00:27:31;1651;4,38
2216;F;00:27:32;1652;4,37
2217;F;00:27:33;1653;4,36
2218;F;00:27:34;1654;4,35
2219;F;00:27:35;1655;4,34
2220;F;00:27:36;1656;4,33
2221;F;00:27:37;1657;4,32
2222;F;00:27:38;1658;4,31
2223;F;00:27:39;1659;4,3
2224;F;00:27:40;1660;4,29
2225;F;00:27:41;1661;4,28
2226;F;00:27:42;1662;4,27
2227;F;00:27:43;1663;4,26
2228;F;00:27:44;1664;4,25
2229;F;00:27:45;1665;4,24
2230;F;00:27:46;1666;4,23
2231;F;00:27:47;1667;4,22
2232;F;00:27:48;1668;4,21
2233;F;00:27:49;1669;4,2
2234;F;00:27:50;1670;4,19
2235;F;00:27:51;1671;4,18
2236;F;00:27:52;1672;4,17
2237;F;00:27:53;1673;4,16
2238;F;00:27:54;1674;4,15
2239;F;00:27:55;1675;4,14
2240;F;00:27:56;1676;4,13
2241;F;00:27:57;1677;4,12
2242;F;00:27:58;1678;4,11
2243;F;00:27:59;1679;4,1
2244;F;00:28:00;1680;4,09
2245;F;00:28:01;1681;4,08
2246;F;00:28:02;1682;4,07
2247;F;00:28:03;1683;4,06
2248;F;00:28:04;1684;4,05
2249;F;00:28:05;1685;4,04
2250;F;00:28:06;1686;4,03
2251;F;00:28:07;1687;4,02
2252;F;00:28:08;1688;4,01
2253;F;00:28:09;1689;4
2254;F;00:28:10;1690;3,99
2255;F;00:28:11;1691;3,98
2256;F;00:28:12;1692;3,97
2257;F;00:28:13;1693;3,96
2258;F;00:28:14;1694;3,95
2259;F;00:28:15;1695;3,94
2260;F;00:28:16;1696;3,93
2261;F;00:28:17;1697;3,92
2262;F;00:28:18;1698;3,91
2263;F;00:28:19;1699;3,9
2264;F;00:28:20;1700;3,89
2265;F;00:28:21;1701;3,88
2266;F;00:28:22;1702;3,87
2267;F;00:28:23;1703;3,86
2268;F;00:28:24;1704;3,85
2269;F;00:28:25;1705;3,84
2270;F;00:28:26;1706;3,83
2271;F;00:28:27;1707;3,82
2272;F;00:28:28;1708;3,81
2273;F;00:28:29;1709;3,8
2274;F;00:28:30;1710;3,79
2275;F;00:28:31;1711;3,78
2276;F;00:28:32;1712;3,77
2277;F;00:28:33;1713;3,76
2278;F;00:28:34;1714;3,75
2279;F;00:28:35;1715;3,74
2280;F;00:28:36;1716;3,73
2281;F;00:28:37;1717;3,72
2282;F;00:28:38;1718;3,71
2283;F;00:28:39;1719;3,7
2284;F;00:28:40;1720;3,69
2285;F;00:28:41;1721;3,68
2286;F;00:28:42;1722;3,67
2287;F;00:28:43;1723;3,66
2288;F;00:28:44;1724;3,65
2289;F;00:28:45;1725;3,64
2290;F;00:28:46;1726;3,63
2291;F;00:28:47;1727;3,62
2292;F;00:28:48;1728;3,61
2293;F;00:28:49;1729;3,6
2294;F;00:28:50;1730;3,59
2295;F;00:28:51;1731;3,58
2296;F;00:28:52;1732;3,57
2297;F;00:28:53;1733;3,56
2298;F;00:28:54;1734;3,55
2299;F;00:28:55;1735;3,54
2300;F;00:28:56;1736;3,53
2301;F;00:28:57;1737;3,52
2302;F;00:28:58;1738;3,51
2303;F;00:28:59;1739;3,5
2304;F;00:29:00;1740;3,49
2305;F;00:29:01;1741;3,48
2306;F;00:29:02;1742;3,47
2307;F;00:29:03;1743;3,46
2308;F;00:29:04;1744;3,45
2309;F;00:29:05;1745;3,44
2310;F;00:29:06;1746;3,43
2311;F;00:29:07;1747;3,42
2312;F;00:29:08;1748;3,41
2313;F;00:29:09;1749;3,4
2314;F;00:29:10;1750;3,39
2315;F;00:29:11;1751;3,38
2316;F;00:29:12;1752;3,37
2317;F;00:29:13;1753;3,36
2318;F;00:29:14;1754;3,35
2319;F;00:29:15;1755;3,34
2320;F;00:29:16;1756;3,33
2321;F;00:29:17;1757;3,32
2322;F;00:29:18;1758;3,31
2323;F;00:29:19;1759;3,3
2324;F;00:29:20;1760;3,29
2325;F;00:29:21;1761;3,28
2326;F;00:29:22;1762;3,27
2327;F;00:29:23;1763;3,26
2328;F;00:29:24;1764;3,25
2329;F;00:29:25;1765;3,24
2330;F;00:29:26;1766;3,23
2331;F;00:29:27;1767;3,22
2332;F;00:29:28;1768;3,21
2333;F;00:29:29;1769;3,2
2334;F;00:29:30;1770;3,19
2335;F;00:29:31;1771;3,18
2336;F;00:29:32;1772;3,17
2337;F;00:29:33;1773;3,16
2338;F;00:29:34;1774;3,15
2339;F;00:29:35;1775;3,14
2340;F;00:29:36;1776;3,13
2341;F;00:29:37;1777;3,12
2342;F;00:29:38;1778;3,11
2343;F;00:29:39;1779;3,1
2344;F;00:29:40;1780;3,09
2345;F;00:29:41;1781;3,08
2346;F;00:29:42;1782;3,07
2347;F;00:29:43;1783;3,06
2348;F;00:29:44;1784;3,05
2349;F;00:29:45;1785;3,04
2350;F;00:29:46;1786;3,03
2351;F;00:29:47;1787;3,02
2352;F;00:29:48;1788;3,01
2353;F;00:29:49;1789;3
2354;F;00:29:50;1790;2,99
2355;F;00:29:51;1791;2,98
2356;F;00:29:52;1792;2,97
2357;F;00:29:53;1793;2,96
2358;F;00:29:54;1794;2,95
2359;F;00:29:55;1795;2,94
2360;F;00:29:56;1796;2,93
2361;F;00:29:57;1797;2,92
2362;F;00:29:58;1798;2,91
2363;F;00:29:59;1799;2,9
2364;F;00:30:00;1800;2,89
2365;F;00:30:01;1801;2,88
2366;F;00:30:02;1802;2,87
2367;F;00:30:03;1803;2,86
2368;F;00:30:04;1804;2,85
2369;F;00:30:05;1805;2,84
2370;F;00:30:06;1806;2,83
2371;F;00:30:07;1807;2,82
2372;F;00:30:08;1808;2,81
2373;F;00:30:09;1809;2,8
2374;F;00:30:10;1810;2,79
2375;F;00:30:11;1811;2,78
2376;F;00:30:12;1812;2,77
2377;F;00:30:13;1813;2,76
2378;F;00:30:14;1814;2,75
2379;F;00:30:15;1815;2,74
2380;F;00:30:16;1816;2,73
2381;F;00:30:17;1817;2,72
2382;F;00:30:18;1818;2,71
2383;F;00:30:19;1819;2,7
2384;F;00:30:20;1820;2,69
2385;F;00:30:21;1821;2,68
2386;F;00:30:22;1822;2,67
2387;F;00:30:23;1823;2,66
2388;F;00:30:24;1824;2,65
2389;F;00:30:25;1825;2,64
2390;F;00:30:26;1826;2,63
2391;F;00:30:27;1827;2,62
2392;F;00:30:28;1828;2,61
2393;F;00:30:29;1829;2,6
2394;F;00:30:30;1830;2,59
2395;F;00:30:31;1831;2,58
2396;F;00:30:32;1832;2,57
2397;F;00:30:33;1833;2,56
2398;F;00:30:34;1834;2,55
2399;F;00:30:35;1835;2,54
2400;F;00:30:36;1836;2,53
2401;F;00:30:37;1837;2,52
2402;F;00:30:38;1838;2,51
2403;F;00:30:39;1839;2,5
2404;F;00:30:40;1840;2,49
2405;F;00:30:41;1841;2,48
2406;F;00:30:42;1842;2,47
2407;F;00:30:43;1843;2,46
2408;F;00:30:44;1844;2,45
2409;F;00:30:45;1845;2,44
2410;F;00:30:46;1846;2,43
2411;F;00:30:47;1847;2,42
2412;F;00:30:48;1848;2,41
2413;F;00:30:49;1849;2,4
2414;F;00:30:50;1850;2,39
2415;F;00:30:51;1851;2,38
2416;F;00:30:52;1852;2,37
2417;F;00:30:53;1853;2,36
2418;F;00:30:54;1854;2,35
2419;F;00:30:55;1855;2,34
2420;F;00:30:56;1856;2,33
2421;F;00:30:57;1857;2,32
2422;F;00:30:58;1858;2,31
2423;F;00:30:59;1859;2,3
2424;F;00:31:00;1860;2,29
2425;F;00:31:01;1861;2,28
2426;F;00:31:02;1862;2,27
2427;F;00:31:03;1863;2,26
2428;F;00:31:04;1864;2,25
2429;F;00:31:05;1865;2,24
2430;F;00:31:06;1866;2,23
2431;F;00:31:07;1867;2,22
2432;F;00:31:08;1868;2,21
2433;F;00:31:09;1869;2,2
2434;F;00:31:10;1870;2,19
2435;F;00:31:11;1871;2,18
2436;F;00:31:12;1872;2,17
2437;F;00:31:13;1873;2,16
2438;F;00:31:14;1874;2,15
2439;F;00:31:15;1875;2,14
2440;F;00:31:16;1876;2,13
2441;F;00:31:17;1877;2,12
2442;F;00:31:18;1878;2,11
2443;F;00:31:19;1879;2,1
2444;F;00:31:20;1880;2,09
2445;F;00:31:21;1881;2,08
2446;F;00:31:22;1882;2,07
2447;F;00:31:23;1883;2,06
2448;F;00:31:24;1884;2,05
2449;F;00:31:25;1885;2,04
2450;F;00:31:26;1886;2,03
2451;F;00:31:27;1887;2,02
2452;F;00:31:28;1888;2,01
2453;F;00:31:29;1889;2
2454;F;00:31:30;1890;1,99
2455;F;00:31:31;1891;1,98
2456;F;00:31:32;1892;1,97
2457;F;00:31:33;1893;1,96
2458;F;00:31:34;1894;1,95
2459;F;00:31:35;1895;1,94
2460;F;00:31:36;1896;1,93
2461;F;00:31:37;1897;1,92
2462;F;00:31:38;1898;1,91
2463;F;00:31:39;1899;1,9
2464;F;00:31:40;1900;1,89
2465;F;00:31:41;1901;1,88
2466;F;00:31:42;1902;1,87
2467;F;00:31:43;1903;1,86
2468;F;00:31:44;1904;1,85
2469;F;00:31:45;1905;1,84
2470;F;00:31:46;1906;1,83
2471;F;00:31:47;1907;1,82
2472;F;00:31:48;1908;1,81
2473;F;00:31:49;1909;1,8
2474;F;00:31:50;1910;1,79
2475;F;00:31:51;1911;1,78
2476;F;00:31:52;1912;1,77
2477;F;00:31:53;1913;1,76
2478;F;00:31:54;1914;1,75
2479;F;00:31:55;1915;1,74
2480;F;00:31:56;1916;1,73
2481;F;00:31:57;1917;1,72
2482;F;00:31:58;1918;1,71
2483;F;00:31:59;1919;1,7
2484;F;00:32:00;1920;1,69
2485;F;00:32:01;1921;1,68
2486;F;00:32:02;1922;1,67
2487;F;00:32:03;1923;1,66
2488;F;00:32:04;1924;1,65
2489;F;00:32:05;1925;1,64
2490;F;00:32:06;1926;1,63
2491;F;00:32:07;1927;1,62
2492;F;00:32:08;1928;1,61
2493;F;00:32:09;1929;1,6
2494;F;00:32:10;1930;1,59
2495;F;00:32:11;1931;1,58
2496;F;00:32:12;1932;1,57
2497;F;00:32:13;1933;1,56
2498;F;00:32:14;1934;1,55
2499;F;00:32:15;1935;1,54
2500;F;00:32:16;1936;1,53
2501;F;00:32:17;1937;1,52
2502;F;00:32:18;1938;1,51
2503;F;00:32:19;1939;1,5
2504;F;00:32:20;1940;1,49
2505;F;00:32:21;1941;1,48
2506;F;00:32:22;1942;1,47
2507;F;00:32:23;1943;1,46
2508;F;00:32:24;1944;1,45
2509;F;00:32:25;1945;1,44
2510;F;00:32:26;1946;1,43
2511;F;00:32:27;1947;1,42
2512;F;00:32:28;1948;1,41
2513;F;00:32:29;1949;1,4
2514;F;00:32:30;1950;1,39
2515;F;00:32:31;1951;1,38
2516;F;00:32:32;1952;1,37
2517;F;00:32:33;1953;1,36
2518;F;00:32:34;1954;1,35
2519;F;00:32:35;1955;1,34
2520;F;00:32:36;1956;1,33
2521;F;00:32:37;1957;1,32
2522;F;00:32:38;1958;1,31
2523;F;00:32:39;1959;1,3
2524;F;00:32:40;1960;1,29
2525;F;00:32:41;1961;1,28
2526;F;00:32:42;1962;1,27
2527;F;00:32:43;1963;1,26
2528;F;00:32:44;1964;1,25
2529;F;00:32:45;1965;1,24
2530;F;00:32:46;1966;1,23
2531;F;00:32:47;1967;1,22
2532;F;00:32:48;1968;1,21
2533;F;00:32:49;1969;1,2
2534;F;00:32:50;1970;1,19
2535;F;00:32:51;1971;1,18
2536;F;00:32:52;1972;1,17
2537;F;00:32:53;1973;1,16
2538;F;00:32:54;1974;1,15
2539;F;00:32:55;1975;1,14
2540;F;00:32:56;1976;1,13
2541;F;00:32:57;1977;1,12
2542;F;00:32:58;1978;1,11
2543;F;00:32:59;1979;1,1
2544;F;00:33:00;1980;1,09
2545;F;00:33:01;1981;1,08
2546;F;00:33:02;1982;1,07
2547;F;00:33:03;1983;1,06
2548;F;00:33:04;1984;1,05
2549;F;00:33:05;1985;1,04
2550;F;00:33:06;1986;1,03
2551;F;00:33:07;1987;1,02
2552;F;00:33:08;1988;1,01
2553;F;00:33:09;1989;1
2554;F;00:33:10;1990;0,99
2555;F;00:33:11;1991;0,98
2556;F;00:33:12;1992;0,97
2557;F;00:33:13;1993;0,96
2558;F;00:33:14;1994;0,95
2559;F;00:33:15;1995;0,94
2560;F;00:33:16;1996;0,93
2561;F;00:33:17;1997;0,92
2562;F;00:33:18;1998;0,91
2563;F;00:33:19;1999;0,9
2564;F;00:33:20;2000;0,89
2565;F;00:33:21;2001;0,88
2566;F;00:33:22;2002;0,87
2567;F;00:33:23;2003;0,86
2568;F;00:33:24;2004;0,85
2569;F;00:33:25;2005;0,84
2570;F;00:33:26;2006;0,83
2571;F;00:33:27;2007;0,82
2572;F;00:33:28;2008;0,81
2573;F;00:33:29;2009;0,8
2574;F;00:33:30;2010;0,79
2575;F;00:33:31;2011;0,78
2576;F;00:33:32;2012;0,77
2577;F;00:33:33;2013;0,76
2578;F;00:33:34;2014;0,75
2579;F;00:33:35;2015;0,74
2580;F;00:33:36;2016;0,73
2581;F;00:33:37;2017;0,72
2582;F;00:33:38;2018;0,71
2583;F;00:33:39;2019;0,7
2584;F;00:33:40;2020;0,69
2585;F;00:33:41;2021;0,68
2586;F;00:33:42;2022;0,67
2587;F;00:33:43;2023;0,66
2588;F;00:33:44;2024;0,65
2589;F;00:33:45;2025;0,64
2590;F;00:33:46;2026;0,63
2591;F;00:33:47;2027;0,62
2592;F;00:33:48;2028;0,61
2593;F;00:33:49;2029;0,6
2594;F;00:33:50;2030;0,59
2595;F;00:33:51;2031;0,58
2596;F;00:33:52;2032;0,57
2597;F;00:33:53;2033;0,56
2598;F;00:33:54;2034;0,55
2599;F;00:33:55;2035;0,54
2600;F;00:33:56;2036;0,53
2601;F;00:33:57;2037;0,52
2602;F;00:33:58;2038;0,51
2603;F;00:33:59;2039;0,5
2604;F;00:34:00;2040;0,49
2605;F;00:34:01;2041;0,48
2606;F;00:34:02;2042;0,47
2607;F;00:34:03;2043;0,46
2608;F;00:34:04;2044;0,45
2609;F;00:34:05;2045;0,44
2610;F;00:34:06;2046;0,43
2611;F;00:34:07;2047;0,42
2612;F;00:34:08;2048;0,41
2613;F;00:34:09;2049;0,4
2614;F;00:34:10;2050;0,39
2615;F;00:34:11;2051;0,38
2616;F;00:34:12;2052;0,37
2617;F;00:34:13;2053;0,36
2618;F;00:34:14;2054;0,35
2619;F;00:34:15;2055;0,34
2620;F;00:34:16;2056;0,33
2621;F;00:34:17;2057;0,32
2622;F;00:34:18;2058;0,31
2623;F;00:34:19;2059;0,3
2624;F;00:34:20;2060;0,29
2625;F;00:34:21;2061;0,28
2626;F;00:34:22;2062;0,27
2627;F;00:34:23;2063;0,26
2628;F;00:34:24;2064;0,25
2629;F;00:34:25;2065;0,24
2630;F;00:34:26;2066;0,23
2631;F;00:34:27;2067;0,22
2632;F;00:34:28;2068;0,21
2633;F;00:34:29;2069;0,2
2634;F;00:34:30;2070;0,19
2635;F;00:34:31;2071;0,18
2636;F;00:34:32;2072;0,17
2637;F;00:34:33;2073;0,16
2638;F;00:34:34;2074;0,15
2639;F;00:34:35;2075;0,14
2640;F;00:34:36;2076;0,13
2641;F;00:34:37;2077;0,12
2642;F;00:34:38;2078;0,11
2643;F;00:34:39;2079;0,1
2644;F;00:34:40;2080;0,09
2645;F;00:34:41;2081;0,08
2646;F;00:34:42;2082;0,07
2647;F;00:34:43;2083;0,06
2648;F;00:34:44;2084;0,05
2649;F;00:34:45;2085;0,04
2650;F;00:34:46;2086;0,03
2651;F;00:34:47;2087;0,02
2652;F;00:34:48;2088;0,01
2653;F;00:34:49;2089;0
