id;Sexo;Segundos;Nota
1282;F;1959;20
1283;F;1960;20
1284;F;1961;20
1285;F;1962;20
1286;F;1963;20
1287;F;1964;20
1288;F;1965;20
1289;F;1966;20
1290;F;1967;20
1291;F;1968;20
1292;F;1969;20
1293;F;1970;20
1294;F;1971;20
1295;F;1972;20
1296;F;1973;20
1297;F;1974;20
1298;F;1975;20
1299;F;1976;20
1300;F;1977;20
1301;F;1978;20
1302;F;1979;20
1303;F;1980;20
1304;F;1981;20
1305;F;1982;20
1306;F;1983;20
1307;F;1984;20
1308;F;1985;20
1309;F;1986;20
1310;F;1987;20
1311;F;1988;20
1312;F;1989;20
1313;F;1990;20
1314;F;1991;20
1315;F;1992;20
1316;F;1993;20
1317;F;1994;20
1318;F;1995;20
1319;F;1996;20
1320;F;1997;20
1321;F;1998;20
1322;F;1999;20
1323;F;2000;20
1324;F;2001;20
1325;F;2002;20
1326;F;2003;20
1327;F;2004;20
1328;F;2005;20
1329;F;2006;20
1330;F;2007;20
1331;F;2008;20
1332;F;2009;20
1333;F;2010;20
1334;F;2011;20
1335;F;2012;20
1336;F;2013;20
1337;F;2014;20
1338;F;2015;20
1339;F;2016;20
1340;F;2017;20
1341;F;2018;20
1342;F;2019;20
1343;F;2020;20
1344;F;2021;20
1345;F;2022;20
1346;F;2023;20
1347;F;2024;20
1348;F;2025;20
1349;F;2026;19,98
1350;F;2027;19,97
1351;F;2028;19,95
1352;F;2029;19,93
1353;F;2030;19,92
1354;F;2031;19,9
1355;F;2032;19,88
1356;F;2033;19,87
1357;F;2034;19,85
1358;F;2035;19,83
1359;F;2036;19,82
1360;F;2037;19,8
1361;F;2038;19,78
1362;F;2039;19,77
1363;F;2040;19,75
1364;F;2041;19,73
1365;F;2042;19,72
1366;F;2043;19,7
1367;F;2044;19,68
1368;F;2045;19,67
1369;F;2046;19,65
1370;F;2047;19,63
1371;F;2048;19,62
1372;F;2049;19,6
1373;F;2050;19,58
1374;F;2051;19,57
1375;F;2052;19,55
1376;F;2053;19,53
1377;F;2054;19,52
1378;F;2055;19,5
1379;F;2056;19,48
1380;F;2057;19,47
1381;F;2058;19,45
1382;F;2059;19,43
1383;F;2060;19,42
1384;F;2061;19,4
1385;F;2062;19,38
1386;F;2063;19,37
1387;F;2064;19,35
1388;F;2065;19,33
1389;F;2066;19,32
1390;F;2067;19,3
1391;F;2068;19,28
1392;F;2069;19,27
1393;F;2070;19,25
1394;F;2071;19,23
1395;F;2072;19,22
1396;F;2073;19,2
1397;F;2074;19,18
1398;F;2075;19,17
1399;F;2076;19,15
1400;F;2077;19,13
1401;F;2078;19,12
1402;F;2079;19,1
1403;F;2080;19,08
1404;F;2081;19,07
1405;F;2082;19,05
1406;F;2083;19,03
1407;F;2084;19,02
1408;F;2085;19
1409;F;2086;18,98
1410;F;2087;18,97
1411;F;2088;18,95
1412;F;2089;18,93
1413;F;2090;18,92
1414;F;2091;18,9
1415;F;2092;18,88
1416;F;2093;18,87
1417;F;2094;18,85
1418;F;2095;18,83
1419;F;2096;18,82
1420;F;2097;18,8
1421;F;2098;18,78
1422;F;2099;18,77
1423;F;2100;18,75
1424;F;2101;18,73
1425;F;2102;18,72
1426;F;2103;18,7
1427;F;2104;18,68
1428;F;2105;18,67
1429;F;2106;18,65
1430;F;2107;18,63
1431;F;2108;18,62
1432;F;2109;18,6
1433;F;2110;18,58
1434;F;2111;18,57
1435;F;2112;18,55
1436;F;2113;18,53
1437;F;2114;18,52
1438;F;2115;18,5
1439;F;2116;18,48
1440;F;2117;18,47
1441;F;2118;18,45
1442;F;2119;18,43
1443;F;2120;18,42
1444;F;2121;18,4
1445;F;2122;18,38
1446;F;2123;18,37
1447;F;2124;18,35
1448;F;2125;18,33
1449;F;2126;18,32
1450;F;2127;18,3
1451;F;2128;18,28
1452;F;2129;18,27
1453;F;2130;18,25
1454;F;2131;18,23
1455;F;2132;18,22
1456;F;2133;18,2
1457;F;2134;18,18
1458;F;2135;18,17
1459;F;2136;18,15
1460;F;2137;18,13
1461;F;2138;18,12
1462;F;2139;18,1
1463;F;2140;18,08
1464;F;2141;18,07
1465;F;2142;18,05
1466;F;2143;18,03
1467;F;2144;18,02
1468;F;2145;18
1469;F;2146;17,98
1470;F;2147;17,97
1471;F;2148;17,95
1472;F;2149;17,93
1473;F;2150;17,92
1474;F;2151;17,9
1475;F;2152;17,88
1476;F;2153;17,87
1477;F;2154;17,85
1478;F;2155;17,83
1479;F;2156;17,82
1480;F;2157;17,8
1481;F;2158;17,78
1482;F;2159;17,77
1483;F;2160;17,75
1484;F;2161;17,73
1485;F;2162;17,72
1486;F;2163;17,7
1487;F;2164;17,68
1488;F;2165;17,67
1489;F;2166;17,65
1490;F;2167;17,63
1491;F;2168;17,62
1492;F;2169;17,6
1493;F;2170;17,58
1494;F;2171;17,57
1495;F;2172;17,55
1496;F;2173;17,53
1497;F;2174;17,52
1498;F;2175;17,5
1499;F;2176;17,48
1500;F;2177;17,47
1501;F;2178;17,45
1502;F;2179;17,43
1503;F;2180;17,42
1504;F;2181;17,4
1505;F;2182;17,38
1506;F;2183;17,37
1507;F;2184;17,35
1508;F;2185;17,33
1509;F;2186;17,32
1510;F;2187;17,3
1511;F;2188;17,28
1512;F;2189;17,27
1513;F;2190;17,25
1514;F;2191;17,23
1515;F;2192;17,22
1516;F;2193;17,2
1517;F;2194;17,18
1518;F;2195;17,17
1519;F;2196;17,15
1520;F;2197;17,13
1521;F;2198;17,12
1522;F;2199;17,1
1523;F;2200;17,08
1524;F;2201;17,07
1525;F;2202;17,05
1526;F;2203;17,03
1527;F;2204;17,02
1528;F;2205;17
1529;F;2206;16,98
1530;F;2207;16,97
1531;F;2208;16,95
1532;F;2209;16,93
1533;F;2210;16,92
1534;F;2211;16,9
1535;F;2212;16,88
1536;F;2213;16,87
1537;F;2214;16,85
1538;F;2215;16,83
1539;F;2216;16,82
1540;F;2217;16,8
1541;F;2218;16,78
1542;F;2219;16,77
1543;F;2220;16,75
1544;F;2221;16,73
1545;F;2222;16,72
1546;F;2223;16,7
1547;F;2224;16,68
1548;F;2225;16,67
1549;F;2226;16,65
1550;F;2227;16,63
1551;F;2228;16,62
1552;F;2229;16,6
1553;F;2230;16,58
1554;F;2231;16,57
1555;F;2232;16,55
1556;F;2233;16,53
1557;F;2234;16,52
1558;F;2235;16,5
1559;F;2236;16,48
1560;F;2237;16,47
1561;F;2238;16,45
1562;F;2239;16,43
1563;F;2240;16,42
1564;F;2241;16,4
1565;F;2242;16,38
1566;F;2243;16,37
1567;F;2244;16,35
1568;F;2245;16,33
1569;F;2246;16,32
1570;F;2247;16,3
1571;F;2248;16,28
1572;F;2249;16,27
1573;F;2250;16,25
1574;F;2251;16,23
1575;F;2252;16,22
1576;F;2253;16,2
1577;F;2254;16,18
1578;F;2255;16,17
1579;F;2256;16,15
1580;F;2257;16,13
1581;F;2258;16,12
1582;F;2259;16,1
1583;F;2260;16,08
1584;F;2261;16,07
1585;F;2262;16,05
1586;F;2263;16,03
1587;F;2264;16,02
1588;F;2265;16
1589;F;2266;15,98
1590;F;2267;15,97
1591;F;2268;15,95
1592;F;2269;15,93
1593;F;2270;15,92
1594;F;2271;15,9
1595;F;2272;15,88
1596;F;2273;15,87
1597;F;2274;15,85
1598;F;2275;15,83
1599;F;2276;15,82
1600;F;2277;15,8
1601;F;2278;15,78
1602;F;2279;15,77
1603;F;2280;15,75
1604;F;2281;15,73
1605;F;2282;15,72
1606;F;2283;15,7
1607;F;2284;15,68
1608;F;2285;15,67
1609;F;2286;15,65
1610;F;2287;15,63
1611;F;2288;15,62
1612;F;2289;15,6
1613;F;2290;15,58
1614;F;2291;15,57
1615;F;2292;15,55
1616;F;2293;15,53
1617;F;2294;15,52
1618;F;2295;15,5
1619;F;2296;15,48
1620;F;2297;15,47
1621;F;2298;15,45
1622;F;2299;15,43
1623;F;2300;15,42
1624;F;2301;15,4
1625;F;2302;15,38
1626;F;2303;15,37
1627;F;2304;15,35
1628;F;2305;15,33
1629;F;2306;15,32
1630;F;2307;15,3
1631;F;2308;15,28
1632;F;2309;15,27
1633;F;2310;15,25
1634;F;2311;15,23
1635;F;2312;15,22
1636;F;2313;15,2
1637;F;2314;15,18
1638;F;2315;15,17
1639;F;2316;15,15
1640;F;2317;15,13
1641;F;2318;15,12
1642;F;2319;15,1
1643;F;2320;15,08
1644;F;2321;15,07
1645;F;2322;15,05
1646;F;2323;15,03
1647;F;2324;15,02
1648;F;2325;15
1649;F;2326;14,98
1650;F;2327;14,97
1651;F;2328;14,95
1652;F;2329;14,93
1653;F;2330;14,92
1654;F;2331;14,9
1655;F;2332;14,88
1656;F;2333;14,87
1657;F;2334;14,85
1658;F;2335;14,83
1659;F;2336;14,82
1660;F;2337;14,8
1661;F;2338;14,78
1662;F;2339;14,77
1663;F;2340;14,75
1664;F;2341;14,73
1665;F;2342;14,72
1666;F;2343;14,7
1667;F;2344;14,68
1668;F;2345;14,67
1669;F;2346;14,65
1670;F;2347;14,63
1671;F;2348;14,62
1672;F;2349;14,6
1673;F;2350;14,58
1674;F;2351;14,57
1675;F;2352;14,55
1676;F;2353;14,53
1677;F;2354;14,52
1678;F;2355;14,5
1679;F;2356;14,48
1680;F;2357;14,47
1681;F;2358;14,45
1682;F;2359;14,43
1683;F;2360;14,42
1684;F;2361;14,4
1685;F;2362;14,38
1686;F;2363;14,37
1687;F;2364;14,35
1688;F;2365;14,33
1689;F;2366;14,32
1690;F;2367;14,3
1691;F;2368;14,28
1692;F;2369;14,27
1693;F;2370;14,25
1694;F;2371;14,23
1695;F;2372;14,22
1696;F;2373;14,2
1697;F;2374;14,18
1698;F;2375;14,17
1699;F;2376;14,15
1700;F;2377;14,13
1701;F;2378;14,12
1702;F;2379;14,1
1703;F;2380;14,08
1704;F;2381;14,07
1705;F;2382;14,05
1706;F;2383;14,03
1707;F;2384;14,02
1708;F;2385;14
1709;F;2386;13,98
1710;F;2387;13,97
1711;F;2388;13,95
1712;F;2389;13,93
1713;F;2390;13,92
1714;F;2391;13,9
1715;F;2392;13,88
1716;F;2393;13,87
1717;F;2394;13,7
1718;F;2395;13,67
1719;F;2396;13,63
1720;F;2397;13,6
1721;F;2398;13,57
1722;F;2399;13,53
1723;F;2400;13,5
1724;F;2401;13,47
1725;F;2402;13,43
1726;F;2403;13,4
1727;F;2404;13,37
1728;F;2405;13,33
1729;F;2406;13,3
1730;F;2407;13,27
1731;F;2408;13,23
1732;F;2409;13,2
1733;F;2410;13,17
1734;F;2411;13,13
1735;F;2412;13,1
1736;F;2413;13,07
1737;F;2414;13,03
1738;F;2415;13
1739;F;2416;12,97
1740;F;2417;12,93
1741;F;2418;12,9
1742;F;2419;12,87
1743;F;2420;12,83
1744;F;2421;12,8
1745;F;2422;12,77
1746;F;2423;12,73
1747;F;2424;12,7
1748;F;2425;12,67
1749;F;2426;12,63
1750;F;2427;12,6
1751;F;2428;12,57
1752;F;2429;12,53
1753;F;2430;12,5
1754;F;2431;12,47
1755;F;2432;12,43
1756;F;2433;12,4
1757;F;2434;12,37
1758;F;2435;12,33
1759;F;2436;12,3
1760;F;2437;12,27
1761;F;2438;12,23
1762;F;2439;12,2
1763;F;2440;12,17
1764;F;2441;12,13
1765;F;2442;12,1
1766;F;2443;12,07
1767;F;2444;12,03
1768;F;2445;12
1769;F;2446;11,97
1770;F;2447;11,93
1771;F;2448;11,9
1772;F;2449;11,87
1773;F;2450;11,83
1774;F;2451;11,8
1775;F;2452;11,77
1776;F;2453;11,73
1777;F;2454;11,7
1778;F;2455;11,67
1779;F;2456;11,63
1780;F;2457;11,6
1781;F;2458;11,57
1782;F;2459;11,53
1783;F;2460;11,5
1784;F;2461;11,47
1785;F;2462;11,43
1786;F;2463;11,4
1787;F;2464;11,37
1788;F;2465;11,33
1789;F;2466;11,3
1790;F;2467;11,27
1791;F;2468;11,23
1792;F;2469;11,2
1793;F;2470;11,17
1794;F;2471;11,13
1795;F;2472;11,1
1796;F;2473;11,07
1797;F;2474;11,03
1798;F;2475;11
1799;F;2476;10,97
1800;F;2477;10,93
1801;F;2478;10,9
1802;F;2479;10,87
1803;F;2480;10,83
1804;F;2481;10,8
1805;F;2482;10,77
1806;F;2483;10,73
1807;F;2484;10,7
1808;F;2485;10,67
1809;F;2486;10,63
1810;F;2487;10,6
1811;F;2488;10,57
1812;F;2489;10,53
1813;F;2490;10,5
1814;F;2491;10,47
1815;F;2492;10,43
1816;F;2493;10,4
1817;F;2494;10,37
1818;F;2495;10,33
1819;F;2496;10,3
1820;F;2497;10,27
1821;F;2498;10,23
1822;F;2499;10,2
1823;F;2500;10,17
1824;F;2501;10,13
1825;F;2502;10,1
1826;F;2503;10,07
1827;F;2504;10,03
1828;F;2505;10
1829;F;2506;9,98
1830;F;2507;9,97
1831;F;2508;9,95
1832;F;2509;9,93
1833;F;2510;9,92
1834;F;2511;9,9
1835;F;2512;9,88
1836;F;2513;9,87
1837;F;2514;9,85
1838;F;2515;9,83
1839;F;2516;9,82
1840;F;2517;9,8
1841;F;2518;9,78
1842;F;2519;9,77
1843;F;2520;9,75
1844;F;2521;9,73
1845;F;2522;9,72
1846;F;2523;9,7
1847;F;2524;9,68
1848;F;2525;9,67
1849;F;2526;9,65
1850;F;2527;9,63
1851;F;2528;9,62
1852;F;2529;9,6
1853;F;2530;9,58
1854;F;2531;9,57
1855;F;2532;9,55
1856;F;2533;9,53
1857;F;2534;9,52
1858;F;2535;9,5
1859;F;2536;9,48
1860;F;2537;9,47
1861;F;2538;9,45
1862;F;2539;9,43
1863;F;2540;9,42
1864;F;2541;9,4
1865;F;2542;9,38
1866;F;2543;9,37
1867;F;2544;9,35
1868;F;2545;9,33
1869;F;2546;9,32
1870;F;2547;9,3
1871;F;2548;9,28
1872;F;2549;9,27
1873;F;2550;9,25
1874;F;2551;9,23
1875;F;2552;9,22
1876;F;2553;9,2
1877;F;2554;9,18
1878;F;2555;9,17
1879;F;2556;9,15
1880;F;2557;9,13
1881;F;2558;9,12
1882;F;2559;9,1
1883;F;2560;9,08
1884;F;2561;9,07
1885;F;2562;9,05
1886;F;2563;9,03
1887;F;2564;9,02
1888;F;2565;9
1889;F;2566;8,98
1890;F;2567;8,97
1891;F;2568;8,95
1892;F;2569;8,93
1893;F;2570;8,92
1894;F;2571;8,9
1895;F;2572;8,88
1896;F;2573;8,87
1897;F;2574;8,85
1898;F;2575;8,83
1899;F;2576;8,82
1900;F;2577;8,8
1901;F;2578;8,78
1902;F;2579;8,77
1903;F;2580;8,75
1904;F;2581;8,73
1905;F;2582;8,72
1906;F;2583;8,7
1907;F;2584;8,68
1908;F;2585;8,67
1909;F;2586;8,65
1910;F;2587;8,63
1911;F;2588;8,62
1912;F;2589;8,6
1913;F;2590;8,58
1914;F;2591;8,57
1915;F;2592;8,55
1916;F;2593;8,53
1917;F;2594;8,52
1918;F;2595;8,5
1919;F;2596;8,48
1920;F;2597;8,47
1921;F;2598;8,45
1922;F;2599;8,43
1923;F;2600;8,42
1924;F;2601;8,4
1925;F;2602;8,38
1926;F;2603;8,37
1927;F;2604;8,35
1928;F;2605;8,33
1929;F;2606;8,32
1930;F;2607;8,3
1931;F;2608;8,28
1932;F;2609;8,27
1933;F;2610;8,25
1934;F;2611;8,23
1935;F;2612;8,22
1936;F;2613;8,2
1937;F;2614;8,18
1938;F;2615;8,17
1939;F;2616;8,15
1940;F;2617;8,13
1941;F;2618;8,12
1942;F;2619;8,1
1943;F;2620;8,08
1944;F;2621;8,07
1945;F;2622;8,05
1946;F;2623;8,03
1947;F;2624;8,02
1948;F;2625;8
1949;F;2626;7,98
1950;F;2627;7,97
1951;F;2628;7,95
1952;F;2629;7,93
1953;F;2630;7,92
1954;F;2631;7,9
1955;F;2632;7,88
1956;F;2633;7,87
1957;F;2634;7,85
1958;F;2635;7,83
1959;F;2636;7,82
1960;F;2637;7,8
1961;F;2638;7,78
1962;F;2639;7,77
1963;F;2640;7,75
1964;F;2641;7,73
1965;F;2642;7,72
1966;F;2643;7,7
1967;F;2644;7,68
1968;F;2645;7,67
1969;F;2646;7,65
1970;F;2647;7,63
1971;F;2648;7,62
1972;F;2649;7,6
1973;F;2650;7,58
1974;F;2651;7,57
1975;F;2652;7,55
1976;F;2653;7,53
1977;F;2654;7,52
1978;F;2655;7,5
1979;F;2656;7,48
1980;F;2657;7,47
1981;F;2658;7,45
1982;F;2659;7,43
1983;F;2660;7,42
1984;F;2661;7,4
1985;F;2662;7,38
1986;F;2663;7,37
1987;F;2664;7,35
1988;F;2665;7,33
1989;F;2666;7,32
1990;F;2667;7,3
1991;F;2668;7,28
1992;F;2669;7,27
1993;F;2670;7,25
1994;F;2671;7,23
1995;F;2672;7,22
1996;F;2673;7,2
1997;F;2674;7,18
1998;F;2675;7,17
1999;F;2676;7,15
2000;F;2677;7,13
2001;F;2678;7,12
2002;F;2679;7,1
2003;F;2680;7,08
2004;F;2681;7,07
2005;F;2682;7,05
2006;F;2683;7,03
2007;F;2684;7,02
2008;F;2685;7
2009;F;2686;6,98
2010;F;2687;6,97
2011;F;2688;6,95
2012;F;2689;6,93
2013;F;2690;6,92
2014;F;2691;6,9
2015;F;2692;6,88
2016;F;2693;6,87
2017;F;2694;6,85
2018;F;2695;6,83
2019;F;2696;6,82
2020;F;2697;6,8
2021;F;2698;6,78
2022;F;2699;6,77
2023;F;2700;6,75
2024;F;2701;6,73
2025;F;2702;6,72
2026;F;2703;6,7
2027;F;2704;6,68
2028;F;2705;6,67
2029;F;2706;6,65
2030;F;2707;6,63
2031;F;2708;6,62
2032;F;2709;6,6
2033;F;2710;6,58
2034;F;2711;6,57
2035;F;2712;6,55
2036;F;2713;6,53
2037;F;2714;6,52
2038;F;2715;6,5
2039;F;2716;6,48
2040;F;2717;6,47
2041;F;2718;6,45
2042;F;2719;6,43
2043;F;2720;6,42
2044;F;2721;6,4
2045;F;2722;6,38
2046;F;2723;6,37
2047;F;2724;6,35
2048;F;2725;6,33
2049;F;2726;6,32
2050;F;2727;6,3
2051;F;2728;6,28
2052;F;2729;6,27
2053;F;2730;6,25
2054;F;2731;6,23
2055;F;2732;6,22
2056;F;2733;6,2
2057;F;2734;6,18
2058;F;2735;6,17
2059;F;2736;6,15
2060;F;2737;6,13
2061;F;2738;6,12
2062;F;2739;6,1
2063;F;2740;6,08
2064;F;2741;6,07
2065;F;2742;6,05
2066;F;2743;6,03
2067;F;2744;6,02
2068;F;2745;6
2069;F;2746;5,98
2070;F;2747;5,97
2071;F;2748;5,95
2072;F;2749;5,93
2073;F;2750;5,92
2074;F;2751;5,9
2075;F;2752;5,88
2076;F;2753;5,87
2077;F;2754;5,85
2078;F;2755;5,83
2079;F;2756;5,82
2080;F;2757;5,8
2081;F;2758;5,78
2082;F;2759;5,77
2083;F;2760;5,75
2084;F;2761;5,73
2085;F;2762;5,72
2086;F;2763;5,7
2087;F;2764;5,68
2088;F;2765;5,67
2089;F;2766;5,65
2090;F;2767;5,63
2091;F;2768;5,62
2092;F;2769;5,6
2093;F;2770;5,58
2094;F;2771;5,57
2095;F;2772;5,55
2096;F;2773;5,53
2097;F;2774;5,52
2098;F;2775;5,5
2099;F;2776;5,48
2100;F;2777;5,47
2101;F;2778;5,45
2102;F;2779;5,43
2103;F;2780;5,42
2104;F;2781;5,4
2105;F;2782;5,38
2106;F;2783;5,37
2107;F;2784;5,35
2108;F;2785;5,33
2109;F;2786;5,32
2110;F;2787;5,3
2111;F;2788;5,28
2112;F;2789;5,27
2113;F;2790;5,25
2114;F;2791;5,23
2115;F;2792;5,22
2116;F;2793;5,2
2117;F;2794;5,18
2118;F;2795;5,17
2119;F;2796;5,15
2120;F;2797;5,13
2121;F;2798;5,12
2122;F;2799;5,1
2123;F;2800;5,08
2124;F;2801;5,07
2125;F;2802;5,05
2126;F;2803;5,03
2127;F;2804;5,02
2128;F;2805;5
2129;F;2806;4,98
2130;F;2807;4,97
2131;F;2808;4,95
2132;F;2809;4,93
2133;F;2810;4,92
2134;F;2811;4,9
2135;F;2812;4,88
2136;F;2813;4,87
2137;F;2814;4,85
2138;F;2815;4,83
2139;F;2816;4,82
2140;F;2817;4,8
2141;F;2818;4,78
2142;F;2819;4,77
2143;F;2820;4,75
2144;F;2821;4,73
2145;F;2822;4,72
2146;F;2823;4,7
2147;F;2824;4,68
2148;F;2825;4,67
2149;F;2826;4,65
2150;F;2827;4,63
2151;F;2828;4,62
2152;F;2829;4,6
2153;F;2830;4,58
2154;F;2831;4,57
2155;F;2832;4,55
2156;F;2833;4,53
2157;F;2834;4,52
2158;F;2835;4,5
2159;F;2836;4,48
2160;F;2837;4,47
2161;F;2838;4,45
2162;F;2839;4,43
2163;F;2840;4,42
2164;F;2841;4,4
2165;F;2842;4,38
2166;F;2843;4,37
2167;F;2844;4,35
2168;F;2845;4,33
2169;F;2846;4,32
2170;F;2847;4,3
2171;F;2848;4,28
2172;F;2849;4,27
2173;F;2850;4,25
2174;F;2851;4,23
2175;F;2852;4,22
2176;F;2853;4,2
2177;F;2854;4,18
2178;F;2855;4,17
2179;F;2856;4,15
2180;F;2857;4,13
2181;F;2858;4,12
2182;F;2859;4,1
2183;F;2860;4,08
2184;F;2861;4,07
2185;F;2862;4,05
2186;F;2863;4,03
2187;F;2864;4,02
2188;F;2865;4
2189;F;2866;3,98
2190;F;2867;3,97
2191;F;2868;3,95
2192;F;2869;3,93
2193;F;2870;3,92
2194;F;2871;3,9
2195;F;2872;3,88
2196;F;2873;3,87
2197;F;2874;3,85
2198;F;2875;3,83
2199;F;2876;3,82
2200;F;2877;3,8
2201;F;2878;3,78
2202;F;2879;3,77
2203;F;2880;3,75
2204;F;2881;3,73
2205;F;2882;3,72
2206;F;2883;3,7
2207;F;2884;3,68
2208;F;2885;3,67
2209;F;2886;3,65
2210;F;2887;3,63
2211;F;2888;3,62
2212;F;2889;3,6
2213;F;2890;3,58
2214;F;2891;3,57
2215;F;2892;3,55
2216;F;2893;3,53
2217;F;2894;3,52
2218;F;2895;3,5
2219;F;2896;3,48
2220;F;2897;3,47
2221;F;2898;3,45
2222;F;2899;3,43
2223;F;2900;3,42
2224;F;2901;3,4
2225;F;2902;3,38
2226;F;2903;3,37
2227;F;2904;3,35
2228;F;2905;3,33
2229;F;2906;3,32
2230;F;2907;3,3
2231;F;2908;3,28
2232;F;2909;3,27
2233;F;2910;3,25
2234;F;2911;3,23
2235;F;2912;3,22
2236;F;2913;3,2
2237;F;2914;3,18
2238;F;2915;3,17
2239;F;2916;3,15
2240;F;2917;3,13
2241;F;2918;3,12
2242;F;2919;3,1
2243;F;2920;3,08
2244;F;2921;3,07
2245;F;2922;3,05
2246;F;2923;3,03
2247;F;2924;3,02
2248;F;2925;3
2249;F;2926;2,98
2250;F;2927;2,97
2251;F;2928;2,95
2252;F;2929;2,93
2253;F;2930;2,92
2254;F;2931;2,9
2255;F;2932;2,88
2256;F;2933;2,87
2257;F;2934;2,85
2258;F;2935;2,83
2259;F;2936;2,82
2260;F;2937;2,8
2261;F;2938;2,78
2262;F;2939;2,77
2263;F;2940;2,75
2264;F;2941;2,73
2265;F;2942;2,72
2266;F;2943;2,7
2267;F;2944;2,68
2268;F;2945;2,67
2269;F;2946;2,65
2270;F;2947;2,63
2271;F;2948;2,62
2272;F;2949;2,6
2273;F;2950;2,58
2274;F;2951;2,57
2275;F;2952;2,55
2276;F;2953;2,53
2277;F;2954;2,52
2278;F;2955;2,5
2279;F;2956;2,48
2280;F;2957;2,47
2281;F;2958;2,45
2282;F;2959;2,43
2283;F;2960;2,42
2284;F;2961;2,4
2285;F;2962;2,38
2286;F;2963;2,37
2287;F;2964;2,35
2288;F;2965;2,33
2289;F;2966;2,32
2290;F;2967;2,3
2291;F;2968;2,28
2292;F;2969;2,27
2293;F;2970;2,25
2294;F;2971;2,23
2295;F;2972;2,22
2296;F;2973;2,2
2297;F;2974;2,18
2298;F;2975;2,17
2299;F;2976;2,15
2300;F;2977;2,13
2301;F;2978;2,12
2302;F;2979;2,1
2303;F;2980;2,08
2304;F;2981;2,07
2305;F;2982;2,05
2306;F;2983;2,03
2307;F;2984;2,02
2308;F;2985;2
2309;F;2986;1,98
2310;F;2987;1,97
2311;F;2988;1,95
2312;F;2989;1,93
2313;F;2990;1,92
2314;F;2991;1,9
2315;F;2992;1,88
2316;F;2993;1,87
2317;F;2994;1,85
2318;F;2995;1,83
2319;F;2996;1,82
2320;F;2997;1,8
2321;F;2998;1,78
2322;F;2999;1,77
2323;F;3000;1,75
2324;F;3001;1,73
2325;F;3002;1,72
2326;F;3003;1,7
2327;F;3004;1,68
2328;F;3005;1,67
2329;F;3006;1,65
2330;F;3007;1,63
2331;F;3008;1,62
2332;F;3009;1,6
2333;F;3010;1,58
2334;F;3011;1,57
2335;F;3012;1,55
2336;F;3013;1,53
2337;F;3014;1,52
2338;F;3015;1,5
2339;F;3016;1,48
2340;F;3017;1,47
2341;F;3018;1,45
2342;F;3019;1,43
2343;F;3020;1,42
2344;F;3021;1,4
2345;F;3022;1,38
2346;F;3023;1,37
2347;F;3024;1,35
2348;F;3025;1,33
2349;F;3026;1,32
2350;F;3027;1,3
2351;F;3028;1,28
2352;F;3029;1,27
2353;F;3030;1,25
2354;F;3031;1,23
2355;F;3032;1,22
2356;F;3033;1,2
2357;F;3034;1,18
2358;F;3035;1,17
2359;F;3036;1,15
2360;F;3037;1,13
2361;F;3038;1,12
2362;F;3039;1,1
2363;F;3040;1,08
2364;F;3041;1,07
2365;F;3042;1,05
2366;F;3043;1,03
2367;F;3044;1,02
2368;F;3045;1
2369;F;3046;0,98
2370;F;3047;0,97
2371;F;3048;0,95
2372;F;3049;0,93
2373;F;3050;0,92
2374;F;3051;0,9
2375;F;3052;0,88
2376;F;3053;0,87
2377;F;3054;0,85
2378;F;3055;0,83
2379;F;3056;0,82
2380;F;3057;0,8
2381;F;3058;0,78
2382;F;3059;0,77
2383;F;3060;0,75
2384;F;3061;0,73
2385;F;3062;0,72
2386;F;3063;0,7
2387;F;3064;0,68
2388;F;3065;0,67
2389;F;3066;0,65
2390;F;3067;0,63
2391;F;3068;0,62
2392;F;3069;0,6
2393;F;3070;0,58
2394;F;3071;0,57
2395;F;3072;0,55
2396;F;3073;0,53
2397;F;3074;0,52
2398;F;3075;0,5
2399;F;3076;0,48
2400;F;3077;0,47
2401;F;3078;0,45
2402;F;3079;0,43
2403;F;3080;0,42
2404;F;3081;0,4
2405;F;3082;0,38
2406;F;3083;0,37
2407;F;3084;0,35
2408;F;3085;0,33
2409;F;3086;0,32
2410;F;3087;0,3
2411;F;3088;0,28
2412;F;3089;0,27
2413;F;3090;0,25
2414;F;3091;0,23
2415;F;3092;0,22
2416;F;3093;0,2
2417;F;3094;0,18
2418;F;3095;0,17
2419;F;3096;0,15
2420;F;3097;0,13
2421;F;3098;0,12
2422;F;3099;0,1
2423;F;3100;0,08
2424;F;3101;0,07
2425;F;3102;0,05
2426;F;3103;0,03
2427;F;3104;0,02
2428;F;3105;0
